"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Sbicolor_v3.1.1_Ni_1_21683562","OG0005019","Ni","Sobic.001G226600","Sbicolor_v3.1.1",1,21683562,21583562,21783562,21690596,21694416,"K01177 - beta-amylase (E3.2.1.2)  (1 of 6)",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_1_24535678","OG0000484","Ni","Sobic.001G239400","Sbicolor_v3.1.1",1,24535678,24435678,24635678,24602670,24603916,"PTHR11527//PTHR11527:SF138 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED (1 of 1)",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_1_7018408","OG0009127","Ni","Sobic.001G089500","Sbicolor_v3.1.1",1,7018408,6918408,7118408,6940066,6944275,"similar to RNA recognition motif family protein, expressed",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_2_6751691","OG0000365","Ni","Sobic.002G068300","Sbicolor_v3.1.1",2,6751691,6651691,6851723,6780683,6784525,"similar to Chromosome undetermined scaffold_168, whole genome shotgun sequence",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_3_68818852","OG0000059","Ni","Sobic.003G373000","Sbicolor_v3.1.1",3,68818852,68718852,68922933,68836127,68838298,"similar to Putative uncharacterized protein",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_4_62154115","OG0000271","Ni","Sobic.004G278650","Sbicolor_v3.1.1",4,62154115,62054115,62349160,62141633,62143380,"PF03181 - BURP domain (BURP)  (1 of 11)",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_5_12150839","OG0000304","Ni","Sobic.005G086700","Sbicolor_v3.1.1",5,12150839,12050839,12250839,12133896,12144365,"similar to Os11g0243300 protein",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_9_54131188","OG0000391","Ni","Sobic.009G188000","Sbicolor_v3.1.1",9,54131188,54031188,54231188,54033406,54037210,"similar to Putative uncharacterized protein",3,1,0,0.1971,0.48174,0.48174
"Sbicolor_v3.1.1_Ni_9_58600484","OG0005679","Ni","Sobic.009G250200","Sbicolor_v3.1.1",9,58600484,58500484,58700484,58544303,58547422,"similar to Putative uncharacterized protein",3,1,0,0.1971,0.48174,0.48174
"Zmays_RefGen_V4_Ni_10_10657668","OG0000134","Ni","Zm00001d023575","Zmays_RefGen_V4",10,10657668,10557668,10757668,10581468,10581998,"(1 of 2) PTHR21495//PTHR21495:SF75 - NUCLEOPORIN-RELATED // SUBFAMILY NOT NAMED",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_1_263026412","OG0009127","Ni","Zm00001d033453","Zmays_RefGen_V4",1,263026412,262926412,263126412,263060510,263063368,"",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_1_263947277","OG0000484","Ni","Zm00001d033478","Zmays_RefGen_V4",1,263947277,263847271,264047283,263854042,263854993,"(1 of 3) PTHR11527//PTHR11527:SF151 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_1_9017843.5","OG0005019","Ni","Zm00001d027619","Zmays_RefGen_V4",1,9017843.5,8914694,9131755,9119707,9122688,"(1 of 18) 3.2.1.2 - Beta-amylase / Saccharogen amylase",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_2_175269089","OG0000365","Ni","Zm00001d005468","Zmays_RefGen_V4",2,175269089,175169089,175369089,175202127,175205252,"(1 of 2) PTHR21136:SF72 - VESICLE-ASSOCIATED MEMBRANE PROTEIN 724",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_2_193259550","OG0000304","Ni","Zm00001d005931","Zmays_RefGen_V4",2,193259550,193159550,193510826,193254454,193255314,"(1 of 3) PTHR31948:SF20 - ZINC-FINGER HOMEODOMAIN PROTEIN 1",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_2_202490886","OG0000059","Ni","Zm00001d006236","Zmays_RefGen_V4",2,202490886,202390886,202590886,202580128,202588798,"(1 of 2) PTHR10641//PTHR10641:SF588 - MYB-LIKE DNA-BINDING PROTEIN MYB // TRANSCRIPTION REPRESSOR MYB4",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_3_203339236","OG0000271","Ni","Zm00001d043538","Zmays_RefGen_V4",3,203339236,203239236,203439236,203302960,203305033,"(1 of 10) PF03181 - BURP domain (BURP)",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_3_221618243","OG0005679","Ni","Zm00001d044192","Zmays_RefGen_V4",3,221618243,221510633,221732295,221546649,221550266,"(1 of 1) PTHR22950//PTHR22950:SF229 - AMINO ACID TRANSPORTER // GABA TRANSPORTER 2-RELATED",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_4_3171291","OG0000107","Ni","Zm00001d048687","Zmays_RefGen_V4",4,3171291,3071264,3271318,3254798,3257381,"(1 of 2) KOG0100//KOG0101 - Molecular chaperones GRP78/BiP/KAR2, HSP70 superfamily // Molecular chaperones HSP70/HSC70, HSP70 superfamily",3,1,0,0.22,0.468,0.468
"Zmays_RefGen_V4_Ni_9_2186449","OG0000699","Ni","Zm00001d044783","Zmays_RefGen_V4",9,2186449,2086449,2510449,2258325,2258849,"(1 of 55) PF14009 - Domain of unknown function (DUF4228) (DUF4228)",3,1,0,0.22,0.468,0.468
"Gmax_Wm82.a2.v1_Ni_11_4576207","OG0000074","Ni","Glyma.11G059500","Gmax_Wm82.a2.v1",11,4576207,4376207,5305219,4506188,4508305,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_11_4576207","OG0000391","Ni","Glyma.11G064700","Gmax_Wm82.a2.v1",11,4576207,4376207,5305219,4893412,4895705,"PTHR30546:SF3 - MINOR ALLERGEN (1 of 3)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_13_16869677","OG0005044","Ni","Glyma.13G068200","Gmax_Wm82.a2.v1",13,16869677,16669677,17071244,16825383,16836935,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_13_16869677","OG0008047","Ni","Glyma.13G068100","Gmax_Wm82.a2.v1",13,16869677,16669677,17071244,16805832,16813055,"3.2.1.114 - Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase / Mannosidase II (1 of 2)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_16_2356106","OG0000484","Ni","Glyma.16G038600","Gmax_Wm82.a2.v1",16,2356106,2156106,3799774,3640231,3641659,"PTHR11527:SF169 - ALPHA-CRYSTALLIN DOMAIN OF HEAT SHOCK PROTEIN-CONTAINING PROTEIN (1 of 6)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_16_2356106","OG0009127","Ni","Glyma.16G038800","Gmax_Wm82.a2.v1",16,2356106,2156106,3799774,3652966,3656996,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_16_29121883","OG0000074","Ni","Glyma.16G145100","Gmax_Wm82.a2.v1",16,29121883,28921883,30891477,30578388,30581421,"PTHR10992:SF820 - METHYLESTERASE 1-RELATED (1 of 11)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_16_29121883","OG0000074","Ni","Glyma.16G145200","Gmax_Wm82.a2.v1",16,29121883,28921883,30891477,30586018,30588859,"PTHR10992:SF820 - METHYLESTERASE 1-RELATED (1 of 11)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_17_40051846","OG0000669","Ni","Glyma.17G244900","Gmax_Wm82.a2.v1",17,40051846,39851846,41546252,40030818,40036322,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_17_40051846","OG0001378","Ni","Glyma.17G245000","Gmax_Wm82.a2.v1",17,40051846,39851846,41546252,40051600,40055988,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_18_6830722","OG0006210","Ni","Glyma.18G072600","Gmax_Wm82.a2.v1",18,6830722,6630722,7259344,6853237,6856606,"K11884 - RNA-binding protein PNO1 (PNO1, DIM2)  (1 of 3)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_18_6830722","OG0006210","Ni","Glyma.18G072700","Gmax_Wm82.a2.v1",18,6830722,6630722,7259344,6857688,6859994,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_19_1661578","OG0005044","Ni","Glyma.19G015800","Gmax_Wm82.a2.v1",19,1661578,1461578,1901069,1543903,1549363,"PTHR11654:SF82 - PROTEIN NRT1/ PTR FAMILY 5.8-RELATED (1 of 2)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_19_1661578","OG0008047","Ni","Glyma.19G015900","Gmax_Wm82.a2.v1",19,1661578,1461578,1901069,1570574,1577838,"3.2.1.114 - Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase / Mannosidase II (1 of 2)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_19_36834799","OG0000484","Ni","Glyma.19G114200","Gmax_Wm82.a2.v1",19,36834799,36634799,37034799,36899577,36901011,"PTHR11527:SF169 - ALPHA-CRYSTALLIN DOMAIN OF HEAT SHOCK PROTEIN-CONTAINING PROTEIN (1 of 6)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_19_36834799","OG0009127","Ni","Glyma.19G114000","Gmax_Wm82.a2.v1",19,36834799,36634799,37034799,36873249,36876349,"",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_1_4140959","OG0001127","Ni","Glyma.01G038400","Gmax_Wm82.a2.v1",1,4140959,3940959,4536306,4092064,4096596,"PTHR31355:SF3 - ARM REPEAT SUPERFAMILY PROTEIN-RELATED (1 of 2)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_1_4140959","OG0002834","Ni","Glyma.01G037200","Gmax_Wm82.a2.v1",1,4140959,3940959,4536306,3946315,3948100,"3.4.24.23 - Matrilysin / Uterine metalloendopeptidase (1 of 6)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_2_25435159","OG0000134","Ni","Glyma.02G169800","Gmax_Wm82.a2.v1",2,25435159,25235159,27157347,26294277,26295212,"PTHR21495:SF59 - DIRIGENT PROTEIN 20-RELATED (1 of 6)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_2_25435159","OG0003050","Ni","Glyma.02G170100","Gmax_Wm82.a2.v1",2,25435159,25235159,27157347,26355835,26357491,"2.7.1.90 - Diphosphate--fructose-6-phosphate 1-phosphotransferase / Pyrophosphate-dependent 6-phosphofructose-1-kinase (1 of 12)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_8_4806741","OG0000391","Ni","Glyma.08G061200","Gmax_Wm82.a2.v1",8,4806741,4606741,5909053,4718616,4721895,"K03809 - NAD(P)H dehydrogenase (quinone) (wrbA)  (1 of 20)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_8_4806741","OG0000853","Ni","Glyma.08G061500","Gmax_Wm82.a2.v1",8,4806741,4606741,5909053,4745228,4747004,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_9_106196","OG0002060","Ni","Glyma.09G002100","Gmax_Wm82.a2.v1",9,106196,1,1410166,152632,171502,"PTHR11566//PTHR11566:SF69 - DYNAMIN // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_9_106196","OG0003050","Ni","Glyma.09G007900","Gmax_Wm82.a2.v1",9,106196,1,1410166,605201,611829,"K00895 - pyrophosphate--fructose-6-phosphate 1-phosphotransferase (E2.7.1.90, pfk)  (1 of 8)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_9_3081917","OG0000059","Ni","Glyma.09G038900","Gmax_Wm82.a2.v1",9,3081917,2881917,3972351,3263227,3268153,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",3,2,0.5,0.1876,0.24372,0.438696
"Gmax_Wm82.a2.v1_Ni_9_3081917","OG0000365","Ni","Glyma.09G045400","Gmax_Wm82.a2.v1",9,3081917,2881917,3972351,3887151,3890839,"PTHR21136:SF72 - VESICLE-ASSOCIATED MEMBRANE PROTEIN 724 (1 of 4)",3,2,0.5,0.1876,0.24372,0.438696
"Sbicolor_v3.1.1_Ni_1_70046745","OG0000107","Ni","Sobic.001G419900","Sbicolor_v3.1.1",1,70046745,69946745,70146745,70053441,70055986,"similar to Heat shock cognate 70 kDa protein",3,2,0.5,0.1971,0.24087,0.433566
"Sbicolor_v3.1.1_Ni_1_70046745","OG0000107","Ni","Sobic.001G420100","Sbicolor_v3.1.1",1,70046745,69946745,70146745,70059899,70062529,"similar to Heat shock cognate 70 kDa protein",3,2,0.5,0.1971,0.24087,0.433566
"Sbicolor_v3.1.1_Ni_6_59288089","OG0000134","Ni","Sobic.006G256900","Sbicolor_v3.1.1",6,59288089,59188089,59388089,59344133,59345078,"PTHR21495//PTHR21495:SF62 - NUCLEOPORIN-RELATED // SUBFAMILY NOT NAMED (1 of 3)",3,2,0.5,0.1971,0.24087,0.433566
"Sbicolor_v3.1.1_Ni_6_59288089","OG0000134","Ni","Sobic.006G257100","Sbicolor_v3.1.1",6,59288089,59188089,59388089,59352942,59353934,"similar to H1005F08.21 protein",3,2,0.5,0.1971,0.24087,0.433566
"Gmax_Wm82.a2.v1_Ni_12_14551122","OG0000391","Ni","Glyma.12G141900","Gmax_Wm82.a2.v1",12,14551122,14351122,18831271,17970701,17972877,"K03809 - NAD(P)H dehydrogenase (quinone) (wrbA)  (1 of 20)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_12_14551122","OG0005353","Ni","Glyma.12G136900","Gmax_Wm82.a2.v1",12,14551122,14351122,18831271,16276479,16278362,"",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_12_14551122","OG0006943","Ni","Glyma.12G134800","Gmax_Wm82.a2.v1",12,14551122,14351122,18831271,15615126,15616772,"PF02298 - Plastocyanin-like domain (Cu_bind_like)  (1 of 91)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_17_7140929","OG0000699","Ni","Glyma.17G092500","Gmax_Wm82.a2.v1",17,7140929,6940929,8775995,7216270,7218031,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_17_7140929","OG0001127","Ni","Glyma.17G094100","Gmax_Wm82.a2.v1",17,7140929,6940929,8775995,7350712,7354261,"PF02985 - HEAT repeat (HEAT)  (1 of 28)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_17_7140929","OG0002420","Ni","Glyma.17G093500","Gmax_Wm82.a2.v1",17,7140929,6940929,8775995,7299256,7299966,"",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_2_39768761","OG0000304","Ni","Glyma.02G211900","Gmax_Wm82.a2.v1",2,39768761,39568761,40324478,39734578,39737341,"PTHR31948:SF20 - ZINC-FINGER HOMEODOMAIN PROTEIN 1 (1 of 5)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_2_39768761","OG0004028","Ni","Glyma.02G213700","Gmax_Wm82.a2.v1",2,39768761,39568761,40324478,39982043,39985145,"",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_2_39768761","OG0005719","Ni","Glyma.02G213800","Gmax_Wm82.a2.v1",2,39768761,39568761,40324478,39989698,39991255,"PTHR12565//PTHR12565:SF120 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_5_2849405","OG0000699","Ni","Glyma.05G034800","Gmax_Wm82.a2.v1",5,2849405,2649405,3748761,3052781,3054541,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_5_2849405","OG0001127","Ni","Glyma.05G032600","Gmax_Wm82.a2.v1",5,2849405,2649405,3748761,2848695,2852187,"",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Gmax_Wm82.a2.v1_Ni_5_2849405","OG0002420","Ni","Glyma.05G033600","Gmax_Wm82.a2.v1",5,2849405,2649405,3748761,2918077,2918869,"",3,3,0.666666666666667,0.1876,0.16248,0.422448
"Zmays_RefGen_V4_Ni_2_194542799","OG0000669","Ni","Zm00001d005973","Zmays_RefGen_V4",2,194542799,194442799,194642799,194455475,194458385,"(1 of 34) 3.4.16.6 - Carboxypeptidase D / Carboxypeptidase S1",3,2,0.5,0.22,0.234,0.4212
"Zmays_RefGen_V4_Ni_2_194542799","OG0000669","Ni","Zm00001d005974","Zmays_RefGen_V4",2,194542799,194442799,194642799,194484025,194486632,"(1 of 34) 3.4.16.6 - Carboxypeptidase D / Carboxypeptidase S1",3,2,0.5,0.22,0.234,0.4212
"Gmax_Wm82.a2.v1_Ni_18_54576800","OG0000107","Ni","Glyma.18G287800","Gmax_Wm82.a2.v1",18,54576800,54376800,57956354,56769416,56773573,"PTHR19375:SF194 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37C-RELATED (1 of 3)",3,4,0.75,0.1876,0.12186,0.414324
"Gmax_Wm82.a2.v1_Ni_18_54576800","OG0000107","Ni","Glyma.18G287900","Gmax_Wm82.a2.v1",18,54576800,54376800,57956354,56777135,56784200,"PTHR19375:SF194 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37C-RELATED (1 of 3)",3,4,0.75,0.1876,0.12186,0.414324
