"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Na_15_13666730","OG0000042","Na","Glyma.15G163000","Gmax_Wm82.a2.v1",15,13666730,13466730,14151416,13975443,13975862,"PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 36)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_15_13666730","OG0000049","Na","Glyma.15G162600","Gmax_Wm82.a2.v1",15,13666730,13466730,14151416,13923374,13932194,"K01535 - H+-transporting ATPase (E3.6.3.6)  (1 of 24)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_16_133118","OG0000097","Na","Glyma.16G002400","Gmax_Wm82.a2.v1",16,133118,1,483257,127865,133700,"PTHR24057:SF3 - SHAGGY-RELATED PROTEIN KINASE DELTA-RELATED (1 of 2)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_16_29168636","OG0000058","Na","Glyma.16G140700","Gmax_Wm82.a2.v1",16,29168636,28968636,30020986,29846716,29852078,"PTHR27001:SF192 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK4 (1 of 4)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_16_36444678","OG0005636","Na","Glyma.16G212700","Gmax_Wm82.a2.v1",16,36444678,36244678,37258810,37087075,37089396,"K03009 - DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RPB12, POLR2K)  (1 of 2)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_19_35805121","OG0006342","Na","Glyma.19G107300","Gmax_Wm82.a2.v1",19,35805121,35605121,36163637,35879955,35888760,"",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_5_1323486","OG0000788","Na","Glyma.05G013700","Gmax_Wm82.a2.v1",5,1323486,1123486,1525450,1305890,1306674,"",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Gmax_Wm82.a2.v1_Na_7_11431180","OG0000049","Na","Glyma.07G113500","Gmax_Wm82.a2.v1",7,11431180,11231180,13267450,11810891,11818866,"PTHR24093:SF327 - ATPASE 11, PLASMA MEMBRANE-TYPE (1 of 3)",4,2,0.5,0.221816666666667,0.311273333333333,0.560292
"Athaliana_TAIR10_Na_2_1507921","OG0000026","Na","AT2G04300","Athaliana_TAIR10",2,1507921,1432921,1630257,1493009,1497016,"Leucine-rich repeat protein kinase family protein",4,1,0,0.301551724137931,0.558758620689655,0.558758620689655
"Athaliana_TAIR10_Na_4_12149981","OG0000565","Na","AT4G23400","Athaliana_TAIR10",4,12149981,12074981,12224981,12220743,12222371,"plasma membrane intrinsic protein 1;5",4,1,0,0.301551724137931,0.558758620689655,0.558758620689655
"Athaliana_TAIR10_Na_5_14558112","OG0006342","Na","AT5G36880","Athaliana_TAIR10",5,14558112,14483112,14633887,14534613,14540299,"acetyl-CoA synthetase",4,1,0,0.301551724137931,0.558758620689655,0.558758620689655
"Sbicolor_v3.1.1_Na_1_72205632","OG0000058","Na","Sobic.001G445400","Sbicolor_v3.1.1",1,72205632,72105632,72305632,72208093,72211249,"similar to Putative uncharacterized protein OSJNBa0071K19.13",4,1,0,0.306363636363636,0.554909090909091,0.554909090909091
"Sbicolor_v3.1.1_Na_7_64318334","OG0002273","Na","Sobic.007G214900","Sbicolor_v3.1.1",7,64318334,64218334,64460154,64330308,64344986,"",4,1,0,0.306363636363636,0.554909090909091,0.554909090909091
"Gmax_Wm82.a2.v1_Na_11_1170503","OG0000565","Na","Glyma.11G023200","Gmax_Wm82.a2.v1",11,1170503,970503,2082993,1665080,1667259,"PTHR19139:SF169 - AQUAPORIN PIP1-4-RELATED (1 of 7)",4,3,0.666666666666667,0.221816666666667,0.207515555555556,0.539540444444444
"Gmax_Wm82.a2.v1_Na_15_49389783","OG0000026","Na","Glyma.15G266400","Gmax_Wm82.a2.v1",15,49389783,49189783,50589571,50199635,50206167,"PTHR27003:SF105 - LEUCINE-RICH REPEAT PROTEIN KINASE-RELATED (1 of 23)",4,3,0.666666666666667,0.221816666666667,0.207515555555556,0.539540444444444
"Gmax_Wm82.a2.v1_Na_2_44332993","OG0000565","Na","Glyma.02G255000","Gmax_Wm82.a2.v1",2,44332993,44132993,44988791,44207467,44209844,"",4,3,0.666666666666667,0.221816666666667,0.207515555555556,0.539540444444444
"Gmax_Wm82.a2.v1_Na_5_34963636","OG0000097","Na","Glyma.05G159400","Gmax_Wm82.a2.v1",5,34963636,34763636,35680001,35141099,35145319,"",4,3,0.666666666666667,0.221816666666667,0.207515555555556,0.539540444444444
"Gmax_Wm82.a2.v1_Na_8_8291045","OG0000097","Na","Glyma.08G117200","Gmax_Wm82.a2.v1",8,8291045,8091045,9069615,9038325,9042889,"K14502 - protein brassinosteroid insensitive 2 (BIN2)  (1 of 12)",4,3,0.666666666666667,0.221816666666667,0.207515555555556,0.539540444444444
"Gmax_Wm82.a2.v1_Na_14_4487163","OG0000565","Na","Glyma.14G061500","Gmax_Wm82.a2.v1",14,4487163,4287163,5841328,4978299,4980309,"PTHR19139:SF169 - AQUAPORIN PIP1-4-RELATED (1 of 7)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_15_9404754","OG0000042","Na","Glyma.15G119100","Gmax_Wm82.a2.v1",15,9404754,9204754,9604754,9340682,9341420,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_16_774016","OG0000059","Na","Glyma.16G007200","Gmax_Wm82.a2.v1",16,774016,574016,981158,594725,596329,"PTHR10641//PTHR10641:SF535 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_18_46712826","OG0000035","Na","Glyma.18G199200","Gmax_Wm82.a2.v1",18,46712826,46512826,48207001,47801168,47805243,"PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 88)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_18_46712826","OG0000565","Na","Glyma.18G198300","Gmax_Wm82.a2.v1",18,46712826,46512826,48207001,47598384,47601202,"PTHR19139:SF169 - AQUAPORIN PIP1-4-RELATED (1 of 7)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_3_38887540","OG0000649","Na","Glyma.03G179900","Gmax_Wm82.a2.v1",3,38887540,38687540,39451131,39210354,39211473,"PTHR32077:SF7 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 11 (1 of 35)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_3_38887540","OG0000649","Na","Glyma.03G180000","Gmax_Wm82.a2.v1",3,38887540,38687540,39451131,39215124,39216090,"PTHR32077:SF7 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 11 (1 of 35)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_7_6985620","OG0000097","Na","Glyma.07G076700","Gmax_Wm82.a2.v1",7,6985620,6785620,7851942,6952673,6957780,"PTHR24057:SF19 - SHAGGY-RELATED PROTEIN KINASE BETA-RELATED (1 of 5)",4,4,0.75,0.221816666666667,0.155636666666667,0.529164666666667
"Gmax_Wm82.a2.v1_Na_1_2915019","OG0000058","Na","Glyma.01G030200","Gmax_Wm82.a2.v1",1,2915019,2715019,3238334,3167272,3172978,"PTHR27001:SF36 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK12-RELATED (1 of 4)",4,5,0.8,0.221816666666667,0.124509333333333,0.5229392
"Gmax_Wm82.a2.v1_Na_2_3366836","OG0000058","Na","Glyma.02G035300","Gmax_Wm82.a2.v1",2,3366836,3166836,3831055,3271443,3277257,"PTHR27001:SF36 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK12-RELATED (1 of 4)",4,5,0.8,0.221816666666667,0.124509333333333,0.5229392
"Gmax_Wm82.a2.v1_Na_9_3238568","OG0000059","Na","Glyma.09G038900","Gmax_Wm82.a2.v1",9,3238568,3038568,3873031,3263227,3268153,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",4,5,0.8,0.221816666666667,0.124509333333333,0.5229392
"Gmax_Wm82.a2.v1_Na_9_41157632","OG0000058","Na","Glyma.09G191300","Gmax_Wm82.a2.v1",9,41157632,40957632,41783804,41601397,41605614,"PTHR27001:SF89 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED (1 of 4)",4,6,0.833333333333333,0.221816666666667,0.103757777777778,0.518788888888889
"Gmax_Wm82.a2.v1_Na_10_845354","OG0000097","Na","Glyma.10G009900","Gmax_Wm82.a2.v1",10,845354,645354,1061293,925684,930074,"K03083 - glycogen synthase kinase 3 beta (GSK3B)  (1 of 8)",4,7,0.857142857142857,0.221816666666667,0.0889352380952381,0.515824380952381
"Gmax_Wm82.a2.v1_Na_19_47355281","OG0000097","Na","Glyma.19G226400","Gmax_Wm82.a2.v1",19,47355281,47155281,48652524,47817293,47821871,"",4,7,0.857142857142857,0.221816666666667,0.0889352380952381,0.515824380952381
"Gmax_Wm82.a2.v1_Na_1_55504171","OG0003671","Na","Glyma.01G236100","Gmax_Wm82.a2.v1",1,55504171,55304171,57030220,56151529,56155582,"PTHR23257//PTHR23257:SF429 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 4)",4,7,0.857142857142857,0.221816666666667,0.0889352380952381,0.515824380952381
"Gmax_Wm82.a2.v1_Na_3_1096749","OG0000097","Na","Glyma.03G016500","Gmax_Wm82.a2.v1",3,1096749,896749,3527118,1605569,1611002,"PTHR24057:SF19 - SHAGGY-RELATED PROTEIN KINASE BETA-RELATED (1 of 5)",4,7,0.857142857142857,0.221816666666667,0.0889352380952381,0.515824380952381
"Gmax_Wm82.a2.v1_Na_6_12980012","OG0000059","Na","Glyma.06G160500","Gmax_Wm82.a2.v1",6,12980012,12780012,13327505,13248111,13249769,"PTHR10641:SF643 - MYB TRANSCRIPTION FACTOR-RELATED (1 of 3)",4,8,0.875,0.221816666666667,0.0778183333333333,0.513601
"Gmax_Wm82.a2.v1_Na_15_10734528","OG0000059","Na","Glyma.15G144000","Gmax_Wm82.a2.v1",15,10734528,10534528,11945113,11843111,11847542,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",4,9,0.888888888888889,0.221816666666667,0.0691718518518519,0.511871703703704
"Gmax_Wm82.a2.v1_Na_18_55724023","OG0000058","Na","Glyma.18G280200","Gmax_Wm82.a2.v1",18,55724023,55524023,57790323,56100685,56107771,"PTHR27001:SF132 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK8 (1 of 4)",4,9,0.888888888888889,0.221816666666667,0.0691718518518519,0.511871703703704
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021300","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1635954,1641074,"",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021400","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1649117,1656843,"PF00560//PF07714//PF12819 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  (1 of 5)",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021600","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1669375,1676308,"PF00560 - Leucine Rich Repeat (LRR_1)  (1 of 458)",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021700","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1669375,1690410,"PF00560//PF07714//PF12819 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  (1 of 5)",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021800","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1711831,1716516,"PF00560//PF07714//PF12819 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  (1 of 5)",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_15_1735782","OG0000026","Na","Glyma.15G021900","Gmax_Wm82.a2.v1",15,1735782,1535782,2181978,1726301,1732081,"PF07714//PF12819//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  // Leucine rich repeat (LRR_8)  (1 of 11)",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_2_47413058","OG0002273","Na","Glyma.02G296200","Gmax_Wm82.a2.v1",2,47413058,47213058,48123447,47383044,47395946,"",4,10,0.9,0.221816666666667,0.0622546666666667,0.510488266666667
"Gmax_Wm82.a2.v1_Na_7_8084387","OG0000058","Na","Glyma.07G085600","Gmax_Wm82.a2.v1",7,8084387,7884387,9718828,7891876,7896291,"PTHR27001:SF89 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK1-RELATED (1 of 4)",4,11,0.909090909090909,0.221816666666667,0.0565951515151515,0.509356363636364
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G139500","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11341525,11342282,"PTHR31731:SF8 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 2)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G139700","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11351026,11354387,"PF07172//PF14547 - Glycine rich protein family (GRP)  // Hydrophobic seed protein (Hydrophob_seed)  (1 of 1)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G139800","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11364059,11364865,"PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 36)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G139900","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11372503,11373780,"PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 36)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G140000","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11378347,11379195,"PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 36)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G140200","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11394346,11395355,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G140300","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11398378,11399165,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0000042","Na","Glyma.17G140400","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11402130,11403075,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_17_11078932","OG0002585","Na","Glyma.17G139000","Gmax_Wm82.a2.v1",17,11078932,10878932,12780848,11279687,11281242,"",4,13,0.923076923076923,0.221816666666667,0.0478882051282051,0.507614974358974
"Gmax_Wm82.a2.v1_Na_2_4983752","OG0000058","Na","Glyma.02G057700","Gmax_Wm82.a2.v1",2,4983752,4783752,6819155,5182457,5187661,"PTHR27001:SF192 - PROLINE-RICH RECEPTOR-LIKE PROTEIN KINASE PERK4 (1 of 4)",4,16,0.9375,0.221816666666667,0.0389091666666667,0.505819166666667
"Athaliana_TAIR10_Na_1_23198156","OG0000042","Na","AT1G62510","Athaliana_TAIR10",1,23198156,23123156,23273399,23136369,23137191,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",4,2,0.5,0.301551724137931,0.279379310344828,0.50288275862069
"Athaliana_TAIR10_Na_1_23198156","OG0002585","Na","AT1G62520","Athaliana_TAIR10",1,23198156,23123156,23273399,23144412,23145509,"",4,2,0.5,0.301551724137931,0.279379310344828,0.50288275862069
"Athaliana_TAIR10_Na_2_8051388","OG0000058","Na","AT2G18470","Athaliana_TAIR10",2,8051388,7976388,8126388,8005285,8008052,"roline-rich extensin-like receptor kinase 4",4,2,0.5,0.301551724137931,0.279379310344828,0.50288275862069
"Sbicolor_v3.1.1_Na_1_58611246","OG0000042","Na","Sobic.001G302600","Sbicolor_v3.1.1",1,58611246,58511246,58711246,58536679,58537338,"similar to Protease inhibitor/seed storage/LTP family protein, expressed",4,2,0.5,0.306363636363636,0.277454545454545,0.499418181818182
"Sbicolor_v3.1.1_Na_1_58611246","OG0002585","Na","Sobic.001G303000","Sbicolor_v3.1.1",1,58611246,58511246,58711246,58634784,58637175,"",4,2,0.5,0.306363636363636,0.277454545454545,0.499418181818182
"Sbicolor_v3.1.1_Na_8_56248491","OG0000026","Na","Sobic.008G134300","Sbicolor_v3.1.1",8,56248491,56148491,56348491,56269822,56285958,"PF07714//PF12819//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Carbohydrate-binding protein of the ER (Malectin_like)  // Leucine rich repeat (LRR_8)  (1 of 9)",4,2,0.5,0.306363636363636,0.277454545454545,0.499418181818182
"Sbicolor_v3.1.1_Na_8_56248491","OG0000026","Na","Sobic.008G134500","Sbicolor_v3.1.1",8,56248491,56148491,56348491,56299336,56305370,"2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 33)",4,2,0.5,0.306363636363636,0.277454545454545,0.499418181818182
"Sbicolor_v3.1.1_Na_8_59365024","OG0003671","Na","Sobic.008G161000","Sbicolor_v3.1.1",8,59365024,59265024,59465024,59435965,59439528,"similar to Putative uncharacterized protein",4,2,0.5,0.306363636363636,0.277454545454545,0.499418181818182
"Athaliana_TAIR10_Na_3_17377987","OG0000035","Na","AT3G47090","Athaliana_TAIR10",3,17377987,17302987,17512657,17341512,17344645,"Leucine-rich repeat protein kinase family protein",4,3,0.666666666666667,0.301551724137931,0.186252873563218,0.484257471264368
"Athaliana_TAIR10_Na_3_17377987","OG0000035","Na","AT3G47110","Athaliana_TAIR10",3,17377987,17302987,17512657,17347103,17350296,"Leucine-rich repeat protein kinase family protein",4,3,0.666666666666667,0.301551724137931,0.186252873563218,0.484257471264368
"Athaliana_TAIR10_Na_4_15718426","OG0000058","Na","AT4G32710","Athaliana_TAIR10",4,15718426,15643426,15793426,15781045,15783461,"Protein kinase superfamily protein",4,3,0.666666666666667,0.301551724137931,0.186252873563218,0.484257471264368
"Athaliana_TAIR10_Na_5_13774561","OG0000059","Na","AT5G35550","Athaliana_TAIR10",5,13774561,13699561,13849561,13726743,13727860,"Duplicated homeodomain-like superfamily protein",4,3,0.666666666666667,0.301551724137931,0.186252873563218,0.484257471264368
"Sbicolor_v3.1.1_Na_3_5690488","OG0000035","Na","Sobic.003G067600","Sbicolor_v3.1.1",3,5690488,5590488,5790488,5734677,5739236,"similar to Putative uncharacterized protein",4,3,0.666666666666667,0.306363636363636,0.184969696969697,0.480921212121212
"Sbicolor_v3.1.1_Na_3_5690488","OG0000035","Na","Sobic.003G068100","Sbicolor_v3.1.1",3,5690488,5590488,5790488,5769733,5772798,"similar to Putative uncharacterized protein P0009G03.26",4,3,0.666666666666667,0.306363636363636,0.184969696969697,0.480921212121212
"Sbicolor_v3.1.1_Na_3_5690488","OG0000035","Na","Sobic.003G068200","Sbicolor_v3.1.1",3,5690488,5590488,5790488,5783717,5787694,"PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 47)",4,3,0.666666666666667,0.306363636363636,0.184969696969697,0.480921212121212
"Sbicolor_v3.1.1_Na_8_59054884","OG0000042","Na","Sobic.008G158501","Sbicolor_v3.1.1",8,59054884,58954884,59154884,59140520,59141500,"PF00234 - Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)  (1 of 35)",4,3,0.666666666666667,0.306363636363636,0.184969696969697,0.480921212121212
"Sbicolor_v3.1.1_Na_8_59054884","OG0000042","Na","Sobic.008G158600","Sbicolor_v3.1.1",8,59054884,58954884,59154884,59144959,59146042,"PF00234 - Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)  (1 of 35)",4,3,0.666666666666667,0.306363636363636,0.184969696969697,0.480921212121212
"Athaliana_TAIR10_Na_1_903600","OG0000649","Na","AT1G03870","Athaliana_TAIR10",1,903600,828600,1033934,982506,983540,"FASCICLIN-like arabinoogalactan 9",4,4,0.75,0.301551724137931,0.139689655172414,0.474944827586207
"Athaliana_TAIR10_Na_3_6344931","OG0000788","Na","AT3G18560","Athaliana_TAIR10",3,6344931,6269931,6419931,6393910,6394785,"",4,4,0.75,0.301551724137931,0.139689655172414,0.474944827586207
"Athaliana_TAIR10_Na_4_94254","OG0000026","Na","AT4G00280","Athaliana_TAIR10",4,94254,19254,169272,122409,122851,"",4,4,0.75,0.301551724137931,0.139689655172414,0.474944827586207
"Athaliana_TAIR10_Na_4_94254","OG0000624","Na","AT4G00150","Athaliana_TAIR10",4,94254,19254,169272,57199,59286,"GRAS family transcription factor",4,4,0.75,0.301551724137931,0.139689655172414,0.474944827586207
"Athaliana_TAIR10_Na_5_16257802","OG0005636","Na","AT5G41010","Athaliana_TAIR10",5,16257802,16182802,16439680,16424050,16424952,"DNA directed RNA polymerase, 7 kDa subunit",4,4,0.75,0.301551724137931,0.139689655172414,0.474944827586207
"Sbicolor_v3.1.1_Na_10_370834","OG0000624","Na","Sobic.010G003700","Sbicolor_v3.1.1",10,370834,270834,470834,312524,314071,"similar to Os06g0105200 protein",4,4,0.75,0.306363636363636,0.138727272727273,0.471672727272727
"Sbicolor_v3.1.1_Na_10_7530782","OG0000565","Na","Sobic.010G087900","Sbicolor_v3.1.1",10,7530782,7430782,7798383,7521029,7522397,"similar to Aquaporin PIP1-6",4,4,0.75,0.306363636363636,0.138727272727273,0.471672727272727
