"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Zmays_RefGen_V4_S_8_16475907","OG0007090","S","Zm00001d008663","Zmays_RefGen_V4",8,16475907,16375773,16576041,16399018,16418531,"(1 of 122) 2.7.7.49 - RNA-directed DNA polymerase / Revertase",4,6,0.833333333333333,0.269444444444444,0.0974074074074074,0.487037037037037
"Sbicolor_v3.1.1_S_7_2321664","OG0000201","S","Sobic.007G025500","Sbicolor_v3.1.1",7,2321664,2221664,2421664,2335069,2340019,"similar to Histidine amino acid transporter",4,5,0.8,0.288090909090909,0.113905454545455,0.478402909090909
"Sbicolor_v3.1.1_S_7_2321664","OG0000201","S","Sobic.007G025600","Sbicolor_v3.1.1",7,2321664,2221664,2421664,2343427,2349395,"PTHR22950:SF235 - LYSINE HISTIDINE TRANSPORTER 1-RELATED (1 of 8)",4,5,0.8,0.288090909090909,0.113905454545455,0.478402909090909
"Sbicolor_v3.1.1_S_7_2321664","OG0000201","S","Sobic.007G025700","Sbicolor_v3.1.1",7,2321664,2221664,2421664,2351610,2355614,"similar to Histidine amino acid transporter",4,5,0.8,0.288090909090909,0.113905454545455,0.478402909090909
"Sbicolor_v3.1.1_S_7_2321664","OG0000201","S","Sobic.007G025800","Sbicolor_v3.1.1",7,2321664,2221664,2421664,2367174,2371549,"similar to Histidine amino acid transporter",4,5,0.8,0.288090909090909,0.113905454545455,0.478402909090909
"Sbicolor_v3.1.1_S_7_2321664","OG0000201","S","Sobic.007G025900","Sbicolor_v3.1.1",7,2321664,2221664,2421664,2373791,2377022,"PTHR22950:SF235 - LYSINE HISTIDINE TRANSPORTER 1-RELATED (1 of 8)",4,5,0.8,0.288090909090909,0.113905454545455,0.478402909090909
"Sbicolor_v3.1.1_S_3_5164854","OG0000369","S","Sobic.003G058400","Sbicolor_v3.1.1",3,5164854,5064854,5264854,5146911,5148636,"similar to Putative calcium-binding protein annexin 6",4,6,0.833333333333333,0.288090909090909,0.0949212121212121,0.474606060606061
"Sbicolor_v3.1.1_S_3_5164854","OG0000892","S","Sobic.003G058200","Sbicolor_v3.1.1",3,5164854,5064854,5264854,5141620,5143869,"similar to DRE-binding protein 2",4,6,0.833333333333333,0.288090909090909,0.0949212121212121,0.474606060606061
"Sbicolor_v3.1.1_S_3_5164854","OG0007090","S","Sobic.003G058500","Sbicolor_v3.1.1",3,5164854,5064854,5264854,5150270,5159407,"similar to Putative uncharacterized protein",4,6,0.833333333333333,0.288090909090909,0.0949212121212121,0.474606060606061
"Sbicolor_v3.1.1_S_10_2576109","OG0002397","S","Sobic.010G032600","Sbicolor_v3.1.1",10,2576109,2476109,2676109,2598096,2600833,"similar to Putative uncharacterized protein",4,13,0.923076923076923,0.288090909090909,0.0438097902097902,0.464383776223776
"Sbicolor_v3.1.1_S_10_1543171","OG0001207","S","Sobic.010G019000","Sbicolor_v3.1.1",10,1543171,1443171,1643171,1565839,1572125,"similar to Os06g0129400 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_10_59303885","OG0004389","S","Sobic.010G254100","Sbicolor_v3.1.1",10,59303885,59203885,59403885,59292400,59294322,"similar to Putative uncharacterized protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_10_9559450","OG0001047","S","Sobic.010G102000","Sbicolor_v3.1.1",10,9559450,9459450,9659450,9458742,9460121,"similar to Putative uncharacterized protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_1_4083292","OG0000207","S","Sobic.001G053900","Sbicolor_v3.1.1",1,4083292,3983292,4183292,4031886,4035510,"similar to Putative nodule-specific protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_1_56504908","OG0000925","S","Sobic.001G288100","Sbicolor_v3.1.1",1,56504908,56404908,56604908,56440881,56444093,"similar to Expressed protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_3_13503557","OG0000575","S","Sobic.003G138500","Sbicolor_v3.1.1",3,13503557,13403557,13753216,13414701,13418419,"similar to Aspartic proteinase precursor",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_3_14909343","OG0003053","S","Sobic.003G144900","Sbicolor_v3.1.1",3,14909343,14809343,15009343,14838677,14844936,"similar to Os01g0305200 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_3_70247135","OG0000882","S","Sobic.003G391600","Sbicolor_v3.1.1",3,70247135,70147135,70347146,70281068,70286782,"similar to Putative 4-coumarate:coenzyme A ligase",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_3_71830783","OG0001407","S","Sobic.003G410400","Sbicolor_v3.1.1",3,71830783,71730783,71930783,71784510,71787646,"similar to P0482D04.13 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_4_9033238","OG0000431","S","Sobic.004G099900","Sbicolor_v3.1.1",4,9033238,8933238,9133238,8934080,8937824,"similar to Early nodulin",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_5_52056998","OG0000094","S","Sobic.005G119100","Sbicolor_v3.1.1",5,52056998,51956998,52156998,52009210,52014439,"PTHR32278:SF2 - F-BOX PROTEIN PP2-B13-RELATED (1 of 8)",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_5_54757258","OG0000506","S","Sobic.005G125400","Sbicolor_v3.1.1",5,54757258,54657258,54857258,54770158,54773326,"similar to C4-dicarboxylate transporter-like protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_5_65496190","OG0005076","S","Sobic.005G175000","Sbicolor_v3.1.1",5,65496190,65396190,65596190,65509590,65513269,"similar to Putative uncharacterized protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_6_53902037","OG0001207","S","Sobic.006G185500","Sbicolor_v3.1.1",6,53902037,53802037,54086463,54061370,54070827,"similar to OSIGBa0147H17.5 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_6_59267156","OG0005414","S","Sobic.006G254500","Sbicolor_v3.1.1",6,59267156,59167156,59367156,59205287,59210822,"similar to OSIGBa0099L20.2 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_7_19312674","OG0012128","S","Sobic.007G097900","Sbicolor_v3.1.1",7,19312674,19212674,19412674,19359508,19366828,"similar to Chromosome chr11 scaffold_14, whole genome shotgun sequence",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_7_58159994","OG0001691","S","Sobic.007G149750","Sbicolor_v3.1.1",7,58159994,58059994,58259994,58095264,58096870,"",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_9_2652397","OG0000506","S","Sobic.009G029900","Sbicolor_v3.1.1",9,2652397,2552397,2752397,2668536,2670548,"PF03595 - Voltage-dependent anion channel (SLAC1)  (1 of 11)",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Sbicolor_v3.1.1_S_9_55969226","OG0008640","S","Sobic.009G216000","Sbicolor_v3.1.1",9,55969226,55869226,56069226,56059124,56064807,"similar to Os05g0542600 protein",3,1,0,0.382406779661017,0.37055593220339,0.37055593220339
"Gmax_Wm82.a2.v1_S_10_2597485","OG0000902","S","Glyma.10G028400","Gmax_Wm82.a2.v1",10,2597485,2397485,2797485,2468536,2473694,"PTHR11200//PTHR11200:SF159 - INOSITOL 5-PHOSPHATASE // SUBFAMILY NOT NAMED (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_10_41226209","OG0000564","S","Glyma.10G179400","Gmax_Wm82.a2.v1",10,41226209,41026209,41655680,41254802,41257804,"2.3.1.119 - Transferred entry: 1.1.1.330, 1.3.1.93, 2.3.1.199 and 4.2.1.134 (1 of 10)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_10_41929339","OG0000778","S","Glyma.10G191000","Gmax_Wm82.a2.v1",10,41929339,41729339,42400116,42383061,42384608,"PTHR10641//PTHR10641:SF574 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 7)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_10_45903960","OG0000506","S","Glyma.10G229300","Gmax_Wm82.a2.v1",10,45903960,45703960,46110757,45923278,45927038,"PTHR31269:SF2 - S-TYPE ANION CHANNEL SLAH2-RELATED (1 of 5)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_10_46704894","OG0000009","S","Glyma.10G238500","Gmax_Wm82.a2.v1",10,46704894,46504894,47394294,46696433,46700585,"PF03101//PF10551 - FAR1 DNA-binding domain (FAR1)  // MULE transposase domain (MULE)  (1 of 21)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_24505381","OG0004188","S","Glyma.11G179600","Gmax_Wm82.a2.v1",11,24505381,24305381,24705381,24522179,24532007,"PTHR24362:SF258 - SERINE/THREONINE-PROTEIN KINASE NEK5 (1 of 8)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_2630521","OG0001625","S","Glyma.11G039200","Gmax_Wm82.a2.v1",11,2630521,2430521,2830521,2792861,2794460,"K02921 - large subunit ribosomal protein L37Ae (RP-L37Ae, RPL37A)  (1 of 6)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_4528574","OG0000972","S","Glyma.11G060400","Gmax_Wm82.a2.v1",11,4528574,4328574,4728574,4556602,4558590,"KOG0279//KOG0286//KOG0645 - G protein beta subunit-like protein // G-protein beta subunit // WD40 repeat protein (1 of 1)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_6182880","OG0000436","S","Glyma.11G079600","Gmax_Wm82.a2.v1",11,6182880,5982880,6390866,5987638,5989759,"K03094 - S-phase kinase-associated protein 1 (SKP1, CBF3D)  (1 of 7)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_7448310","OG0005247","S","Glyma.11G096400","Gmax_Wm82.a2.v1",11,7448310,7248310,7648310,7339336,7348304,"KOG0933//KOG4643 - Structural maintenance of chromosome protein 2 (chromosome condensation complex Condensin, subunit E) // Uncharacterized coiled-coil protein (1 of 1)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_11_8567954","OG0001829","S","Glyma.11G113500","Gmax_Wm82.a2.v1",11,8567954,8367954,8767954,8688238,8690421,"PTHR12411:SF338 - CYSTEINE PROTEINASE RD19A-RELATED (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_12_20523955","OG0011677","S","Glyma.12G147500","Gmax_Wm82.a2.v1",12,20523955,20323955,20960088,20556478,20559261,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_12_35011442","OG0004188","S","Glyma.12G187700","Gmax_Wm82.a2.v1",12,35011442,34811442,35211442,34879228,34887037,"PTHR24362:SF258 - SERINE/THREONINE-PROTEIN KINASE NEK5 (1 of 8)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_12_36991996","OG0001919","S","Glyma.12G210900","Gmax_Wm82.a2.v1",12,36991996,36791996,37191996,36990154,36995394,"KOG4282 - Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain (1 of 43)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_12_63190","OG0000986","S","Glyma.12G003100","Gmax_Wm82.a2.v1",12,63190,1,688212,256875,260139,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_13_14638469","OG0000279","S","Glyma.13G051500","Gmax_Wm82.a2.v1",13,14638469,14438469,14838469,14789004,14793143,"KOG1552 - Predicted alpha/beta hydrolase (1 of 25)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_13_19004526","OG0000773","S","Glyma.13G081000","Gmax_Wm82.a2.v1",13,19004526,18804526,19290220,18860685,18865783,"PF00892 - EamA-like transporter family (EamA)  (1 of 135)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_13_27869708","OG0000132","S","Glyma.13G172600","Gmax_Wm82.a2.v1",13,27869708,27669708,30525993,28659289,28664198,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_13_38027686","OG0003690","S","Glyma.13G280600","Gmax_Wm82.a2.v1",13,38027686,37827686,38227686,38182118,38185784,"PTHR11266:SF16 - PEROXISOMAL MEMBRANE (MPV17/PMP22) FAMILY PROTEIN (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_13_45462519","OG0001930","S","Glyma.13G368400","Gmax_Wm82.a2.v1",13,45462519,45262519,45662519,45393906,45398210,"PTHR13890//PTHR13890:SF9 - RNA SPLICING PROTEIN MRS2, MITOCHONDRIAL // SUBFAMILY NOT NAMED (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_14_1286877","OG0000084","S","Glyma.14G020100","Gmax_Wm82.a2.v1",14,1286877,1086877,1486877,1431751,1433639,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_15_32988573","OG0000630","S","Glyma.15G212400","Gmax_Wm82.a2.v1",15,32988573,32788573,34017609,33105925,33111396,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_15_6939367","OG0000255","S","Glyma.15G089600","Gmax_Wm82.a2.v1",15,6939367,6739367,7149300,6898422,6899035,"PF04520 - Senescence regulator (Senescence_reg)  (1 of 30)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_15_9277790","OG0000042","S","Glyma.15G119100","Gmax_Wm82.a2.v1",15,9277790,9077790,9477790,9340682,9341420,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_16_28102771","OG0000407","S","Glyma.16G129600","Gmax_Wm82.a2.v1",16,28102771,27902771,28302771,28250448,28251269,"PTHR31374:SF35 - AUXIN-INDUCED PROTEIN-RELATED (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_16_3092830","OG0000630","S","Glyma.16G038700","Gmax_Wm82.a2.v1",16,3092830,2892830,3755741,3645973,3649273,"PTHR10926//PTHR10926:SF28 - CELL CYCLE CONTROL PROTEIN 50 // SUBFAMILY NOT NAMED (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_16_6643454","OG0000279","S","Glyma.16G067500","Gmax_Wm82.a2.v1",16,6643454,6443454,6882898,6679009,6683608,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_16_7471383","OG0003197","S","Glyma.16G072400","Gmax_Wm82.a2.v1",16,7471383,7271383,7942477,7292429,7294920,"PTHR10168//PTHR10168:SF104 - GLUTAREDOXIN // SUBFAMILY NOT NAMED (1 of 1)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_17_12560644","OG0001625","S","Glyma.17G149600","Gmax_Wm82.a2.v1",17,12560644,12360644,13600986,12403456,12404781,"K02921 - large subunit ribosomal protein L37Ae (RP-L37Ae, RPL37A)  (1 of 6)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_17_39271107","OG0000596","S","Glyma.17G236100","Gmax_Wm82.a2.v1",17,39271107,39071107,39484927,39111396,39114116,"PTHR16223:SF9 - TRANSCRIPTION FACTOR BHLH139-RELATED (1 of 8)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_17_40625594","OG0000094","S","Glyma.17G251700","Gmax_Wm82.a2.v1",17,40625594,40425594,40825594,40625907,40628028,"PTHR32278:SF2 - F-BOX PROTEIN PP2-B13-RELATED (1 of 11)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_17_9008173","OG0007915","S","Glyma.17G116600","Gmax_Wm82.a2.v1",17,9008173,8808173,9208173,9200382,9204961,"K03426 - NAD+ diphosphatase (E3.6.1.22, NUDT12, nudC)  (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_18_10437915","OG0000136","S","Glyma.18G099300","Gmax_Wm82.a2.v1",18,10437915,10237915,10792948,10378130,10380586,"PTHR11697//PTHR11697:SF107 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 45)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_18_27919841","OG0006632","S","Glyma.18G150800","Gmax_Wm82.a2.v1",18,27919841,27719841,28251559,28047441,28049162,"PF02701 - Dof domain, zinc finger (zf-Dof)  (1 of 79)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_18_2959138","OG0000717","S","Glyma.18G039700","Gmax_Wm82.a2.v1",18,2959138,2759138,3430843,3232410,3235002,"PTHR23180//PTHR23180:SF285 - CENTAURIN/ARF // SUBFAMILY NOT NAMED (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_18_51740435","OG0001207","S","Glyma.18G228700","Gmax_Wm82.a2.v1",18,51740435,51540435,52007141,51774933,51789151,"KOG2325 - Predicted transporter/transmembrane protein (1 of 6)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_19_47709441","OG0000575","S","Glyma.19G225500","Gmax_Wm82.a2.v1",19,47709441,47509441,47909441,47743727,47748610,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_19_8557407","OG0000279","S","Glyma.19G053300","Gmax_Wm82.a2.v1",19,8557407,8357407,8972574,8686897,8690661,"PTHR12277:SF42 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED (1 of 9)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_1_43219027","OG0001937","S","Glyma.01G126500","Gmax_Wm82.a2.v1",1,43219027,43019027,44051078,43543307,43549330,"PTHR10857:SF31 - DCD (DEVELOPMENT AND CELL DEATH) DOMAIN PROTEIN (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_1_44673660","OG0000226","S","Glyma.01G131500","Gmax_Wm82.a2.v1",1,44673660,44473660,45861398,44789012,44792912,"PTHR24347:SF215 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 20 (1 of 7)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_1_48761529","OG0001234","S","Glyma.01G155700","Gmax_Wm82.a2.v1",1,48761529,48561529,49396486,49311441,49312390,"PTHR11697//PTHR11697:SF107 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 45)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_1_54122499","OG0000629","S","Glyma.01G210800","Gmax_Wm82.a2.v1",1,54122499,53922499,54363451,54229414,54235179,"K00759 - adenine phosphoribosyltransferase (APRT, apt)  (1 of 10)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_1_56296878","OG0000902","S","Glyma.01G235300","Gmax_Wm82.a2.v1",1,56296878,56096878,56496878,56116960,56121898,"PTHR11200:SF174 - POLYPHOSPHATE 5'-PHOSPHATASE-RELATED (1 of 6)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_20_43293034","OG0001587","S","Glyma.20G196900","Gmax_Wm82.a2.v1",20,43293034,43093034,43493034,43459811,43464110,"K04564 - superoxide dismutase, Fe-Mn family (SOD2)  (1 of 7)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_20_44932762","OG0000564","S","Glyma.20G210900","Gmax_Wm82.a2.v1",20,44932762,44732762,45132762,44753812,44756796,"2.3.1.119 - Transferred entry: 1.1.1.330, 1.3.1.93, 2.3.1.199 and 4.2.1.134 (1 of 10)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_2_38857785","OG0012128","S","Glyma.02G205200","Gmax_Wm82.a2.v1",2,38857785,38657785,39179598,39035339,39037256,"KOG2120 - SCF ubiquitin ligase, Skp2 component (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_2_40456364","OG0000586","S","Glyma.02G216600","Gmax_Wm82.a2.v1",2,40456364,40256364,41149698,40345450,40366581,"PTHR11945:SF147 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL16-RELATED (1 of 1)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_2_44332993","OG0002338","S","Glyma.02G255500","Gmax_Wm82.a2.v1",2,44332993,44132993,44966619,44240358,44242714,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_2_47068890","OG0000084","S","Glyma.02G294100","Gmax_Wm82.a2.v1",2,47068890,46868890,47487791,47248664,47250309,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_2_47705464","OG0000908","S","Glyma.02G306000","Gmax_Wm82.a2.v1",2,47705464,47505464,48141160,48067943,48070002,"PTHR32227:SF60 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN (1 of 3)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_3_1903194","OG0001018","S","Glyma.03G022700","Gmax_Wm82.a2.v1",3,1903194,1703194,3527118,2358393,2360007,"PTHR31100:SF2 - AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 18-RELATED (1 of 2)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_3_35886853","OG0001691","S","Glyma.03G147200","Gmax_Wm82.a2.v1",3,35886853,35686853,36291006,36286398,36287718,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_3_38452187","OG0002784","S","Glyma.03G169700","Gmax_Wm82.a2.v1",3,38452187,38252187,39638564,38442950,38448706,"",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_3_40006278","OG0001520","S","Glyma.03G190700","Gmax_Wm82.a2.v1",3,40006278,39806278,40262294,40130752,40136041,"PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED (1 of 4)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
"Gmax_Wm82.a2.v1_S_3_44055029","OG0000094","S","Glyma.03G253900","Gmax_Wm82.a2.v1",3,44055029,43855029,45790673,44924165,44925519,"PTHR32278:SF6 - F-BOX PROTEIN PP2-B1-RELATED (1 of 3)",3,1,0,0.401932432432432,0.35884054054054,0.35884054054054
