"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Osativa_v7.0_Zn_7_24718617","OG0000932","Zn","LOC_Os07g41370","Osativa_v7.0",7,24718617,24475617,24966022,24788476,24793884,"OsMADS18 - MADS-box family gene with MIKCc type-box, expressed",4,16,0.9375,0.3845,0.030775,0.400075
"Osativa_v7.0_Zn_6_2181304","OG0000407","Zn","LOC_Os06g04590","Osativa_v7.0",6,2181304,1938304,2424304,2000167,2000569,"OsSAUR24 - Auxin-responsive SAUR gene family member, expressed",4,18,0.944444444444444,0.3845,0.0273555555555556,0.399391111111111
"Osativa_v7.0_Zn_6_2181304","OG0002887","Zn","LOC_Os06g04680","Osativa_v7.0",6,2181304,1938304,2424304,2039302,2041427,"expressed protein",4,18,0.944444444444444,0.3845,0.0273555555555556,0.399391111111111
"Osativa_v7.0_Zn_6_2181304","OG0003311","Zn","LOC_Os06g04660","Osativa_v7.0",6,2181304,1938304,2424304,2030467,2034813,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",4,18,0.944444444444444,0.3845,0.0273555555555556,0.399391111111111
"Sbicolor_v3.1.1_Zn_1_58377437","OG0003043","Zn","Sobic.001G302200","Sbicolor_v3.1.1",1,58377437,58277437,58477437,58466713,58471753,"similar to Putative uncharacterized protein",4,3,0.666666666666667,0.436785714285714,0.150190476190476,0.390495238095238
"Athaliana_TAIR10_Zn_2_5637879","OG0000212","Zn","AT2G13680","Athaliana_TAIR10",2,5637879,5562879,5716375,5694398,5706134,"callose synthase 5",4,1,0,0.518285714285714,0.385371428571429,0.385371428571429
"Athaliana_TAIR10_Zn_5_16389101","OG0002887","Zn","AT5G40830","Athaliana_TAIR10",5,16389101,16314101,16464101,16354380,16356289,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",4,1,0,0.518285714285714,0.385371428571429,0.385371428571429
"Sbicolor_v3.1.1_Zn_1_11096359","OG0004832","Zn","Sobic.001G139900","Sbicolor_v3.1.1",1,11096359,10996359,11196359,11127471,11132935,"PTHR12064//PTHR12064:SF30 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_1_73269096","OG0007906","Zn","Sobic.001G456500","Sbicolor_v3.1.1",1,73269096,73169096,73369096,73275333,73278965,"similar to Replication protein A1",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_2_14386400","OG0001145","Zn","Sobic.002G116600","Sbicolor_v3.1.1",2,14386400,14286400,14486400,14438063,14447902,"similar to Putative uncharacterized protein",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_3_70457916","OG0000468","Zn","Sobic.003G396000","Sbicolor_v3.1.1",3,70457916,70357916,70698795,70622748,70626991,"similar to Copine III-like",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_4_14983749","OG0000002","Zn","Sobic.004G126100","Sbicolor_v3.1.1",4,14983749,14883749,15083749,14932515,14934423,"PF07714//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat (LRR_8)  (1 of 7)",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_4_3096232","OG0001012","Zn","Sobic.004G038700","Sbicolor_v3.1.1",4,3096232,2996232,3196232,3188429,3189167,"similar to Auxin-induced protein-like",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_4_6771663","OG0003248","Zn","Sobic.004G082000","Sbicolor_v3.1.1",4,6771663,6671663,6871663,6741067,6742569,"similar to Putative uncharacterized protein P0026H03.22",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_4_950061","OG0001590","Zn","Sobic.004G011566","Sbicolor_v3.1.1",4,950061,850061,1050061,947826,950478,"similar to Catalase isozyme 3",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_5_5040622","OG0000733","Zn","Sobic.005G051800","Sbicolor_v3.1.1",5,5040622,4940622,5140622,5061362,5068766,"weakly similar to H0311C03.6 protein",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_5_61779846","OG0011075","Zn","Sobic.005G149500","Sbicolor_v3.1.1",5,61779846,61679846,61879846,61781935,61788849,"similar to Ankryin repeat S-palmitoyl transferase, putative, expressed",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_6_56592529","OG0001199","Zn","Sobic.006G219600","Sbicolor_v3.1.1",6,56592529,56492529,56692529,56678384,56687527,"similar to H0714H04.7 protein",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_7_6774019","OG0004966","Zn","Sobic.007G065100","Sbicolor_v3.1.1",7,6774019,6674019,6874019,6853274,6862230,"K12619 - 5'-3' exoribonuclease 2 (XRN2, RAT1)  (1 of 5)",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_8_4145625","OG0002558","Zn","Sobic.008G042000","Sbicolor_v3.1.1",8,4145625,4045625,4245625,4103820,4105561,"",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_8_57175260","OG0006292","Zn","Sobic.008G140200","Sbicolor_v3.1.1",8,57175260,57075260,57275260,57087711,57092437,"similar to Expressed protein",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_9_38226","OG0002231","Zn","Sobic.009G000100","Sbicolor_v3.1.1",9,38226,1,138226,10242,17387,"similar to Putative uncharacterized protein",3,1,0,0.358218579234973,0.385068852459016,0.385068852459016
"Sbicolor_v3.1.1_Zn_6_58210809","OG0000636","Zn","Sobic.006G242200","Sbicolor_v3.1.1",6,58210809,58110809,58310809,58290141,58293675,"similar to H0212B02.10 protein",4,4,0.75,0.436785714285714,0.112642857142857,0.382985714285714
"Sbicolor_v3.1.1_Zn_1_6708071","OG0000932","Zn","Sobic.001G086500","Sbicolor_v3.1.1",1,6708071,6608071,6808071,6699580,6708049,"similar to M4 protein",4,5,0.8,0.436785714285714,0.0901142857142857,0.37848
"Sbicolor_v3.1.1_Zn_1_6708071","OG0001595","Zn","Sobic.001G087600","Sbicolor_v3.1.1",1,6708071,6608071,6808071,6791907,6803470,"",4,5,0.8,0.436785714285714,0.0901142857142857,0.37848
"Gmax_Wm82.a2.v1_Zn_14_4389238","OG0000636","Zn","Glyma.14G054400","Gmax_Wm82.a2.v1",14,4389238,4189238,4647408,4338860,4340664,"PTHR11926//PTHR11926:SF136 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 9)",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_14_48340241","OG0002887","Zn","Glyma.14G217600","Gmax_Wm82.a2.v1",14,48340241,48140241,48540241,48237349,48239252,"PTHR10108//PTHR10108:SF837 - METHYLTRANSFERASE // SUBFAMILY NOT NAMED (1 of 3)",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_18_12124655","OG0000212","Zn","Glyma.18G107900","Gmax_Wm82.a2.v1",18,12124655,11924655,12775330,12220182,12260477,"",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_18_12124655","OG0000212","Zn","Glyma.18G109100","Gmax_Wm82.a2.v1",18,12124655,11924655,12775330,12576818,12661446,"",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_19_47355281","OG0001595","Zn","Glyma.19G225100","Gmax_Wm82.a2.v1",19,47355281,47155281,47938007,47721119,47723376,"",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_2_43169044","OG0001755","Zn","Glyma.02G244400","Gmax_Wm82.a2.v1",2,43169044,42969044,43369044,43246859,43249655,"PF00069//PF08263 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 37)",4,2,0.5,0.478,0.2088,0.37584
"Gmax_Wm82.a2.v1_Zn_6_656098","OG0000407","Zn","Glyma.06G007100","Gmax_Wm82.a2.v1",6,656098,456098,856098,540649,541686,"PTHR31374:SF41 - AUXIN-INDUCED PROTEIN-LIKE-RELATED (1 of 4)",4,2,0.5,0.478,0.2088,0.37584
"Sbicolor_v3.1.1_Zn_2_72762290","OG0000932","Zn","Sobic.002G368700","Sbicolor_v3.1.1",2,72762290,72662290,72862290,72821925,72827165,"similar to Putative MADS-domain transcription factor",4,11,0.909090909090909,0.436785714285714,0.040961038961039,0.368649350649351
"Sbicolor_v3.1.1_Zn_10_2336971","OG0000407","Zn","Sobic.010G027700","Sbicolor_v3.1.1",10,2336971,2236971,2551487,2271863,2272246,"K14488 - SAUR family protein (SAUR)  (1 of 35)",4,14,0.928571428571429,0.436785714285714,0.0321836734693877,0.36689387755102
"Sbicolor_v3.1.1_Zn_10_2336971","OG0002887","Zn","Sobic.010G029000","Sbicolor_v3.1.1",10,2336971,2236971,2551487,2347973,2349893,"similar to Putative uncharacterized protein",4,14,0.928571428571429,0.436785714285714,0.0321836734693877,0.36689387755102
"Sbicolor_v3.1.1_Zn_10_2336971","OG0003311","Zn","Sobic.010G028800","Sbicolor_v3.1.1",10,2336971,2236971,2551487,2336435,2341589,"similar to Oxidoreductase, 2OG-Fe(II) oxygenase family protein-like",4,14,0.928571428571429,0.436785714285714,0.0321836734693877,0.36689387755102
"Gmax_Wm82.a2.v1_Zn_10_38276663","OG0003161","Zn","Glyma.10G154700","Gmax_Wm82.a2.v1",10,38276663,38076663,39283995,38960822,38968253,"K07870 - Ras homolog gene family, member T1 (RHOT1, ARHT1)  (1 of 5)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_11_7862478","OG0005344","Zn","Glyma.11G102400","Gmax_Wm82.a2.v1",11,7862478,7662478,8062478,7783752,7787262,"K17867 - diphthamide biosynthesis protein 4 (DPH4, DNAJC24)  (1 of 1)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_12_4671136","OG0000553","Zn","Glyma.12G065600","Gmax_Wm82.a2.v1",12,4671136,4471136,4871136,4818489,4822602,"K07901 - Ras-related protein Rab-8A (RAB8A, MEL)  (1 of 8)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_13706451","OG0000279","Zn","Glyma.13G044600","Gmax_Wm82.a2.v1",13,13706451,13506451,13924518,13814004,13836913,"PTHR12277:SF83 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 2)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_18884585","OG0003410","Zn","Glyma.13G080500","Gmax_Wm82.a2.v1",13,18884585,18684585,19084585,18710722,18713639,"PTHR31964:SF37 - ADENINE NUCLEOTIDE ALPHA HYDROLASE-LIKE PROTEIN (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_26827446","OG0010484","Zn","Glyma.13G152400","Gmax_Wm82.a2.v1",13,26827446,26627446,27488007,26701683,26706699,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_2795849","OG0008205","Zn","Glyma.13G010100","Gmax_Wm82.a2.v1",13,2795849,2595849,3078578,2735552,2746104,"PTHR24096:SF219 - LONG CHAIN ACYL-COA SYNTHETASE 8 (1 of 3)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_32198349","OG0000397","Zn","Glyma.13G208400","Gmax_Wm82.a2.v1",13,32198349,31998349,32398349,32231119,32234068,"PTHR22814:SF33 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN (1 of 5)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_33223317","OG0002558","Zn","Glyma.13G219800","Gmax_Wm82.a2.v1",13,33223317,33023317,33423317,33279310,33282129,"PF12937 - F-box-like (F-box-like)  (1 of 90)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_35647825","OG0002621","Zn","Glyma.13G250000","Gmax_Wm82.a2.v1",13,35647825,35447825,36014032,35763055,35765380,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_37557762","OG0000066","Zn","Glyma.13G277100","Gmax_Wm82.a2.v1",13,37557762,37357762,38566685,37855223,37859146,"1.14.13.173 - 11-oxo-beta-amyrin 30-oxidase / CYP72A154 (1 of 19)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_43284979","OG0000009","Zn","Glyma.13G341600","Gmax_Wm82.a2.v1",13,43284979,43084979,43484979,43331375,43335735,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_13_44411801","OG0000163","Zn","Glyma.13G355700","Gmax_Wm82.a2.v1",13,44411801,44211801,44611801,44424423,44425058,"PTHR31985:SF27 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF016-RELATED (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_14_1052631","OG0003248","Zn","Glyma.14G011200","Gmax_Wm82.a2.v1",14,1052631,852631,1252631,858328,859263,"PF05910 - Plant protein of unknown function (DUF868) (DUF868)  (1 of 31)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_14_3306761","OG0000009","Zn","Glyma.14G043900","Gmax_Wm82.a2.v1",14,3306761,3106761,3644258,3332341,3337963,"PTHR31669:SF45 - PROTEIN FAR1-RELATED SEQUENCE 3 (1 of 3)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_14_43012296","OG0004074","Zn","Glyma.14G174200","Gmax_Wm82.a2.v1",14,43012296,42812296,43212296,42984699,42990498,"K12118 - cryptochrome 1 (CRY1)  (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_14_45879096","OG0001053","Zn","Glyma.14G196900","Gmax_Wm82.a2.v1",14,45879096,45679096,46191145,46183330,46184983,"PTHR10168//PTHR10168:SF68 - GLUTAREDOXIN // SUBFAMILY NOT NAMED (1 of 8)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_15_11698546","OG0000059","Zn","Glyma.15G144000","Gmax_Wm82.a2.v1",15,11698546,11498546,11898546,11843111,11847542,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_15_13741541","OG0000042","Zn","Glyma.15G163000","Gmax_Wm82.a2.v1",15,13741541,13541541,15189997,13975443,13975862,"PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 36)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_15_4685574","OG0002621","Zn","Glyma.15G064200","Gmax_Wm82.a2.v1",15,4685574,4485574,5386044,4881333,4882827,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_1489781","OG0008458","Zn","Glyma.16G016200","Gmax_Wm82.a2.v1",16,1489781,1289781,1689781,1409241,1413726,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_26407713","OG0002335","Zn","Glyma.16G118400","Gmax_Wm82.a2.v1",16,26407713,26207713,27024011,26356863,26371741,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_28527320","OG0000961","Zn","Glyma.16G130200","Gmax_Wm82.a2.v1",16,28527320,28327320,29318648,28340797,28344577,"PF02365 - No apical meristem (NAM) protein (NAM)  (1 of 179)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_31753406","OG0012793","Zn","Glyma.16G156300","Gmax_Wm82.a2.v1",16,31753406,31553406,32014622,31646385,31650680,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_37570986","OG0000103","Zn","Glyma.16G217300","Gmax_Wm82.a2.v1",16,37570986,37370986,37770986,37420630,37427964,"PTHR22891//PTHR22891:SF34 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // SUBFAMILY NOT NAMED (1 of 2)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_4054598","OG0000470","Zn","Glyma.16G042900","Gmax_Wm82.a2.v1",16,4054598,3854598,4575029,4011699,4014098,"PTHR31744:SF10 - NAC DOMAIN CONTAINING PROTEIN 87 (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_16_7471383","OG0002749","Zn","Glyma.16G078500","Gmax_Wm82.a2.v1",16,7471383,7271383,8397236,8084011,8084999,"K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)  (1 of 3)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_17_21453887","OG0001229","Zn","Glyma.17G181400","Gmax_Wm82.a2.v1",17,21453887,21253887,22053752,21455533,21455999,"PTHR24423:SF530 - ETHYLENE RESPONSE SENSOR 2-RELATED (1 of 10)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_17_2211911","OG0000059","Zn","Glyma.17G031600","Gmax_Wm82.a2.v1",17,2211911,2011911,2697529,2310290,2312686,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_17_22673360","OG0005837","Zn","Glyma.17G182700","Gmax_Wm82.a2.v1",17,22673360,22473360,23015764,22653469,22662725,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_17_25468415","OG0001012","Zn","Glyma.17G189200","Gmax_Wm82.a2.v1",17,25468415,25268415,25855805,25538297,25538818,"K14488 - SAUR family protein (SAUR)  (1 of 159)",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_18_1129106","OG0001973","Zn","Glyma.18G016800","Gmax_Wm82.a2.v1",18,1129106,929106,1401132,1197734,1203267,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_18_19230049","OG0000852","Zn","Glyma.18G136200","Gmax_Wm82.a2.v1",18,19230049,19030049,20056658,19861177,19866466,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_18_29019248","OG0012138","Zn","Glyma.18G153300","Gmax_Wm82.a2.v1",18,29019248,28819248,29780134,29647366,29664873,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
"Gmax_Wm82.a2.v1_Zn_18_47390458","OG0000002","Zn","Glyma.18G198000","Gmax_Wm82.a2.v1",18,47390458,47190458,47614503,47564036,47568542,"",3,1,0,0.391708646616541,0.364974812030075,0.364974812030075
