"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Ca_2_40940428","OG0000070","Ca","Glyma.02G224100","Gmax_Wm82.a2.v1",2,40940428,40740428,41183380,41170787,41171612,"K11254 - histone H4 (H4)  (1 of 20)",4,1,0,0.153103448275862,0.67751724137931,0.67751724137931
"Gmax_Wm82.a2.v1_Ca_4_44940071","OG0000703","Ca","Glyma.04G185200","Gmax_Wm82.a2.v1",4,44940071,44740071,45569255,45491438,45499309,"PTHR11871//PTHR11871:SF12 - PROTEIN PHOSPHATASE PP2A REGULATORY SUBUNIT B // SUBFAMILY NOT NAMED (1 of 1)",4,1,0,0.153103448275862,0.67751724137931,0.67751724137931
"Gmax_Wm82.a2.v1_Ca_6_50323138","OG0000009","Ca","Glyma.06G314300","Gmax_Wm82.a2.v1",6,50323138,50123138,50523138,50320996,50327153,"PTHR31669:SF26 - PROTEIN FAR-RED ELONGATED HYPOCOTYL 3 (1 of 2)",4,1,0,0.153103448275862,0.67751724137931,0.67751724137931
"Gmax_Wm82.a2.v1_Ca_10_35325979","OG0000070","Ca","Glyma.10G133500","Gmax_Wm82.a2.v1",10,35325979,35125979,35911331,35822510,35823417,"K11254 - histone H4 (H4)  (1 of 20)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_10_35325979","OG0000308","Ca","Glyma.10G132500","Gmax_Wm82.a2.v1",10,35325979,35125979,35911331,35722802,35723876,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_10_48147731","OG0000009","Ca","Glyma.10G259000","Gmax_Wm82.a2.v1",10,48147731,47947731,48545795,48495292,48500266,"PTHR31669:SF21 - PROTEIN FAR-RED IMPAIRED RESPONSE 1 (1 of 2)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_11_9462989","OG0000009","Ca","Glyma.11G126700","Gmax_Wm82.a2.v1",11,9462989,9262989,9662989,9639562,9642829,"PF03101//PF10551 - FAR1 DNA-binding domain (FAR1)  // MULE transposase domain (MULE)  (1 of 21)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_15_411133","OG0000009","Ca","Glyma.15G002100","Gmax_Wm82.a2.v1",15,411133,211133,611133,213887,219265,"",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_18_822049","OG0001224","Ca","Glyma.18G017200","Gmax_Wm82.a2.v1",18,822049,622049,1329106,1223455,1229857,"K01953 - asparagine synthase (glutamine-hydrolysing) (asnB, ASNS)  (1 of 7)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_20_39503857","OG0000009","Ca","Glyma.20G156100","Gmax_Wm82.a2.v1",20,39503857,39303857,39703857,39499227,39502320,"PF03101//PF10551 - FAR1 DNA-binding domain (FAR1)  // MULE transposase domain (MULE)  (1 of 21)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_20_41746258","OG0001040","Ca","Glyma.20G186200","Gmax_Wm82.a2.v1",20,41746258,41546258,42766926,42482796,42483988,"K09287 - RAV-like factor (RAV)  (1 of 5)",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_3_38183067","OG0002784","Ca","Glyma.03G169700","Gmax_Wm82.a2.v1",3,38183067,37983067,39111575,38442950,38448706,"",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Gmax_Wm82.a2.v1_Ca_8_18659751","OG0000009","Ca","Glyma.08G227500","Gmax_Wm82.a2.v1",8,18659751,18459751,18917082,18518682,18527092,"",4,2,0.5,0.153103448275862,0.338758620689655,0.609765517241379
"Sbicolor_v3.1.1_Ca_10_4662347","OG0000880","Ca","Sobic.010G059400","Sbicolor_v3.1.1",10,4662347,4562347,4762347,4650740,4652582,"PTHR11062//PTHR11062:SF65 - EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED // SUBFAMILY NOT NAMED (1 of 1)",4,2,0.5,0.172227272727273,0.331109090909091,0.595996363636364
"Sbicolor_v3.1.1_Ca_1_60005820","OG0000070","Ca","Sobic.001G313200","Sbicolor_v3.1.1",1,60005820,59905820,60105820,60038023,60038837,"similar to Histone H4",4,2,0.5,0.172227272727273,0.331109090909091,0.595996363636364
"Sbicolor_v3.1.1_Ca_2_60295949","OG0000070","Ca","Sobic.002G210500","Sbicolor_v3.1.1",2,60295949,60195949,60395949,60336398,60337108,"similar to Histone H4",4,2,0.5,0.172227272727273,0.331109090909091,0.595996363636364
"Gmax_Wm82.a2.v1_Ca_10_43530047","OG0001040","Ca","Glyma.10G204400","Gmax_Wm82.a2.v1",10,43530047,43330047,43957485,43557479,43559329,"K09287 - RAV-like factor (RAV)  (1 of 5)",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_13_27801888","OG0000880","Ca","Glyma.13G161100","Gmax_Wm82.a2.v1",13,27801888,27601888,28103383,27675361,27679170,"K18789 - xylogalacturonan beta-1,3-xylosyltransferase (XGD1)  (1 of 7)",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_13_27801888","OG0000880","Ca","Glyma.13G161200","Gmax_Wm82.a2.v1",13,27801888,27601888,28103383,27686865,27690702,"",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_13_27801888","OG0000880","Ca","Glyma.13G161400","Gmax_Wm82.a2.v1",13,27801888,27601888,28103383,27698462,27701365,"",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_13_43873457","OG0000703","Ca","Glyma.13G351800","Gmax_Wm82.a2.v1",13,43873457,43673457,44153160,44088966,44097379,"",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_2_9403389","OG0001040","Ca","Glyma.02G099500","Gmax_Wm82.a2.v1",2,9403389,9203389,10159331,9306726,9308948,"K09287 - RAV-like factor (RAV)  (1 of 5)",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_5_41780982","OG0004127","Ca","Glyma.05G243800","Gmax_Wm82.a2.v1",5,41780982,41580982,42093109,41837252,41839280,"K14753 - guanine nucleotide-binding protein subunit beta-2-like 1 protein (RACK1)  (1 of 3)",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_8_43821749","OG0011967","Ca","Glyma.08G325400","Gmax_Wm82.a2.v1",8,43821749,43621749,44380613,44336487,44342707,"PTHR24106:SF153 - PROTEIN TORNADO 1 (1 of 2)",4,3,0.666666666666667,0.153103448275862,0.22583908045977,0.587181609195402
"Gmax_Wm82.a2.v1_Ca_15_2331047","OG0000009","Ca","Glyma.15G032800","Gmax_Wm82.a2.v1",15,2331047,2131047,3232666,2628375,2632765,"PTHR31669:SF42 - PROTEIN FAR1-RELATED SEQUENCE 4 (1 of 2)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_15_9285314","OG0000009","Ca","Glyma.15G125400","Gmax_Wm82.a2.v1",15,9285314,9085314,10227841,9948110,9950838,"",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_15_9285314","OG0000009","Ca","Glyma.15G125500","Gmax_Wm82.a2.v1",15,9285314,9085314,10227841,9952666,9956867,"",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_15_9285314","OG0003049","Ca","Glyma.15G117100","Gmax_Wm82.a2.v1",15,9285314,9085314,10227841,9200056,9206263,"K11314 - transcriptional adapter 2-alpha (TADA2A, ADA2)  (1 of 3)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_15_9285314","OG0006609","Ca","Glyma.15G117000","Gmax_Wm82.a2.v1",15,9285314,9085314,10227841,9192797,9196335,"",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_20_1368562","OG0000009","Ca","Glyma.20G024700","Gmax_Wm82.a2.v1",20,1368562,1168562,2693219,2672677,2677693,"PF03101//PF04434//PF10551 - FAR1 DNA-binding domain (FAR1)  // SWIM zinc finger (SWIM)  // MULE transposase domain (MULE)  (1 of 28)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_2_7679981","OG0000250","Ca","Glyma.02G088700","Gmax_Wm82.a2.v1",2,7679981,7479981,8631008,7802308,7805412,"PTHR27005:SF13 - PROTEIN KINASE-LIKE PROTEIN-RELATED (1 of 3)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_2_7679981","OG0000308","Ca","Glyma.02G088900","Gmax_Wm82.a2.v1",2,7679981,7479981,8631008,7825209,7827554,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Gmax_Wm82.a2.v1_Ca_2_7679981","OG0003128","Ca","Glyma.02G089100","Gmax_Wm82.a2.v1",2,7679981,7479981,8631008,7844535,7853594,"PF01569//PF05701 - PAP2 superfamily (PAP2)  // Weak chloroplast movement under blue light (WEMBL)  (1 of 1)",4,4,0.75,0.153103448275862,0.169379310344828,0.575889655172414
"Sbicolor_v3.1.1_Ca_1_69173673","OG0001224","Ca","Sobic.001G406800","Sbicolor_v3.1.1",1,69173673,69073673,69273673,69116259,69120681,"similar to Asparagine synthetase, putative, expressed",4,3,0.666666666666667,0.172227272727273,0.220739393939394,0.573922424242424
"Sbicolor_v3.1.1_Ca_2_65682442","OG0000009","Ca","Sobic.002G275050","Sbicolor_v3.1.1",2,65682442,65582442,65782442,65781521,65783429,"K17604 - zinc finger SWIM domain-containing protein 3 (ZSWIM3)  (1 of 3)",4,3,0.666666666666667,0.172227272727273,0.220739393939394,0.573922424242424
"Sbicolor_v3.1.1_Ca_6_50333927","OG0002784","Ca","Sobic.006G140300","Sbicolor_v3.1.1",6,50333927,50233927,50433927,50251997,50258052,"similar to OSIGBa0157A06.2 protein",4,3,0.666666666666667,0.172227272727273,0.220739393939394,0.573922424242424
"Athaliana_TAIR10_Ca_3_14385251","OG0000880","Ca","AT3G42180","Athaliana_TAIR10",3,14385251,14310251,14460251,14324274,14328676,"Exostosin family protein",4,2,0.5,0.206238095238095,0.317504761904762,0.571508571428571
"Athaliana_TAIR10_Ca_3_17447424","OG0001224","Ca","AT3G47340","Athaliana_TAIR10",3,17447424,17372424,17570468,17437884,17441243,"glutamine-dependent asparagine synthase 1",4,2,0.5,0.206238095238095,0.317504761904762,0.571508571428571
"Athaliana_TAIR10_Ca_5_6386659","OG0000009","Ca","AT5G18960","Athaliana_TAIR10",5,6386659,6311659,6463940,6330379,6333071,"FAR1-related sequence 12",4,2,0.5,0.206238095238095,0.317504761904762,0.571508571428571
"Gmax_Wm82.a2.v1_Ca_10_1894297","OG0001719","Ca","Glyma.10G029400","Gmax_Wm82.a2.v1",10,1894297,1694297,3036780,2560235,2562772,"K06890 - uncharacterized protein (K06890)  (1 of 7)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_10_1894297","OG0008431","Ca","Glyma.10G030000","Gmax_Wm82.a2.v1",10,1894297,1694297,3036780,2617681,2636109,"",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_11_21989","OG0003075","Ca","Glyma.11G005300","Gmax_Wm82.a2.v1",11,21989,1,463513,400321,407882,"PTHR24098:SF10 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER PROTEIN-RELATED (1 of 4)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_11_21989","OG0003075","Ca","Glyma.11G005500","Gmax_Wm82.a2.v1",11,21989,1,463513,409322,417262,"PTHR24098:SF10 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER PROTEIN-RELATED (1 of 4)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_14_3393419","OG0000009","Ca","Glyma.14G043900","Gmax_Wm82.a2.v1",14,3393419,3193419,3593419,3332341,3337963,"PTHR31669:SF45 - PROTEIN FAR1-RELATED SEQUENCE 3 (1 of 3)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_15_7559664","OG0000009","Ca","Glyma.15G101500","Gmax_Wm82.a2.v1",15,7559664,7359664,8027222,7907632,7911524,"",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_16_2403707","OG0000244","Ca","Glyma.16G024300","Gmax_Wm82.a2.v1",16,2403707,2203707,3261230,2357442,2364631,"",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_19_52957","OG0000308","Ca","Glyma.19G002300","Gmax_Wm82.a2.v1",19,52957,1,1060428,149843,150820,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_19_52957","OG0003128","Ca","Glyma.19G001900","Gmax_Wm82.a2.v1",19,52957,1,1060428,133430,136403,"PTHR32054:SF5 - PROTEIN PLASTID MOVEMENT IMPAIRED 15-RELATED (1 of 6)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_7_5062637","OG0000244","Ca","Glyma.07G055600","Gmax_Wm82.a2.v1",7,5062637,4862637,5743631,4902632,4909473,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,5,0.8,0.153103448275862,0.135503448275862,0.569114482758621
"Gmax_Wm82.a2.v1_Ca_18_57272786","OG0000250","Ca","Glyma.18G294800","Gmax_Wm82.a2.v1",18,57272786,57072786,58168596,57227327,57231469,"PTHR27005:SF13 - PROTEIN KINASE-LIKE PROTEIN-RELATED (1 of 3)",4,6,0.833333333333333,0.153103448275862,0.112919540229885,0.564597701149425
"Gmax_Wm82.a2.v1_Ca_18_57272786","OG0000308","Ca","Glyma.18G294200","Gmax_Wm82.a2.v1",18,57272786,57072786,58168596,57197200,57198197,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,6,0.833333333333333,0.153103448275862,0.112919540229885,0.564597701149425
"Gmax_Wm82.a2.v1_Ca_18_57272786","OG0003128","Ca","Glyma.18G294100","Gmax_Wm82.a2.v1",18,57272786,57072786,58168596,57178773,57181329,"",4,6,0.833333333333333,0.153103448275862,0.112919540229885,0.564597701149425
"Sbicolor_v3.1.1_Ca_2_73257667","OG0000009","Ca","Sobic.002G374300","Sbicolor_v3.1.1",2,73257667,73157667,73357667,73207803,73212723,"",4,4,0.75,0.172227272727273,0.165554545454545,0.562885454545455
"Sbicolor_v3.1.1_Ca_4_56654691","OG0000703","Ca","Sobic.004G215650","Sbicolor_v3.1.1",4,56654691,56554691,56754691,56558076,56559158,"",4,4,0.75,0.172227272727273,0.165554545454545,0.562885454545455
"Sbicolor_v3.1.1_Ca_4_56654691","OG0000703","Ca","Sobic.004G215800","Sbicolor_v3.1.1",4,56654691,56554691,56754691,56565003,56569173,"PTHR11871//PTHR11871:SF12 - PROTEIN PHOSPHATASE PP2A REGULATORY SUBUNIT B // SUBFAMILY NOT NAMED (1 of 1)",4,4,0.75,0.172227272727273,0.165554545454545,0.562885454545455
"Osativa_v7.0_Ca_3_28873913","OG0000009","Ca","LOC_Os03g50900","Osativa_v7.0",3,28873913,28630913,29116913,29076706,29079305,"transposon protein, putative, unclassified, expressed",4,5,0.8,0.163,0.13392,0.562464
"Osativa_v7.0_Ca_3_28873913","OG0000244","Ca","LOC_Os03g50520","Osativa_v7.0",3,28873913,28630913,29116913,28846822,28852769,"dynamin family protein, putative, expressed",4,5,0.8,0.163,0.13392,0.562464
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G109900","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8623309,8623943,"",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G110000","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8624126,8625876,"PTHR11062:SF61 - XYLOGALACTURONAN BETA-1,3-XYLOSYLTRANSFERASE (1 of 9)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G110100","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8627354,8630432,"",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G110200","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8632445,8635455,"K18789 - xylogalacturonan beta-1,3-xylosyltransferase (XGD1)  (1 of 7)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G110300","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8640467,8644360,"K18789 - xylogalacturonan beta-1,3-xylosyltransferase (XGD1)  (1 of 7)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_17_8082329","OG0000880","Ca","Glyma.17G110400","Gmax_Wm82.a2.v1",17,8082329,7882329,8937732,8654237,8654861,"PTHR11062:SF61 - XYLOGALACTURONAN BETA-1,3-XYLOSYLTRANSFERASE (1 of 9)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_1_56331913","OG0003075","Ca","Glyma.01G238200","Gmax_Wm82.a2.v1",1,56331913,56131913,56724987,56262683,56271264,"PTHR24098:SF10 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER PROTEIN-RELATED (1 of 4)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_1_56331913","OG0003075","Ca","Glyma.01G238300","Gmax_Wm82.a2.v1",1,56331913,56131913,56724987,56272535,56280327,"PTHR24098:SF10 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER PROTEIN-RELATED (1 of 4)",4,8,0.875,0.153103448275862,0.0846896551724138,0.558951724137931
"Gmax_Wm82.a2.v1_Ca_20_36452458","OG0000250","Ca","Glyma.20G120100","Gmax_Wm82.a2.v1",20,36452458,36252458,37118637,36261772,36264901,"PTHR27005:SF28 - PROTEIN KINASE-LIKE PROTEIN (1 of 14)",4,9,0.888888888888889,0.153103448275862,0.0752796934865901,0.557069731800766
"Gmax_Wm82.a2.v1_Ca_20_36452458","OG0000250","Ca","Glyma.20G120200","Gmax_Wm82.a2.v1",20,36452458,36252458,37118637,36268998,36282456,"",4,9,0.888888888888889,0.153103448275862,0.0752796934865901,0.557069731800766
"Osativa_v7.0_Ca_2_24294015","OG0000703","Ca","LOC_Os02g40454","Osativa_v7.0",2,24294015,24051015,24537015,24526907,24530961,"serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B, putative, expressed",4,7,0.857142857142857,0.163,0.0956571428571428,0.554811428571429
"Osativa_v7.0_Ca_2_24294015","OG0000880","Ca","LOC_Os02g39960","Osativa_v7.0",2,24294015,24051015,24537015,24163553,24165653,"exostosin family protein, putative, expressed",4,7,0.857142857142857,0.163,0.0956571428571428,0.554811428571429
"Osativa_v7.0_Ca_2_24294015","OG0002784","Ca","LOC_Os02g40410","Osativa_v7.0",2,24294015,24051015,24537015,24471544,24477323,"expressed protein",4,7,0.857142857142857,0.163,0.0956571428571428,0.554811428571429
"Gmax_Wm82.a2.v1_Ca_10_48838356","OG0000250","Ca","Glyma.10G271200","Gmax_Wm82.a2.v1",10,48838356,48638356,49836186,49343319,49353861,"",4,14,0.928571428571429,0.153103448275862,0.0483940886699507,0.551692610837438
"Athaliana_TAIR10_Ca_4_8594538","OG0000009","Ca","AT4G15090","Athaliana_TAIR10",4,8594538,8519538,8669538,8614067,8618145,"FRS (FAR1 Related Sequences) transcription factor family",4,3,0.666666666666667,0.206238095238095,0.211669841269841,0.550341587301587
"Athaliana_TAIR10_Ca_4_8594538","OG0003075","Ca","AT4G14920","Athaliana_TAIR10",4,8594538,8519538,8669538,8531043,8535842,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein",4,3,0.666666666666667,0.206238095238095,0.211669841269841,0.550341587301587
"Athaliana_TAIR10_Ca_5_17711067","OG0002784","Ca","AT5G43880","Athaliana_TAIR10",5,17711067,17636067,17786092,17639818,17643648,"Protein of unknown function (DUF3741)",4,3,0.666666666666667,0.206238095238095,0.211669841269841,0.550341587301587
"Sbicolor_v3.1.1_Ca_9_56797639","OG0000244","Ca","Sobic.009G226400","Sbicolor_v3.1.1",9,56797639,56697639,56897639,56796639,56803516,"similar to Os05g0556100 protein",4,7,0.857142857142857,0.172227272727273,0.0946025974025974,0.548695064935065
"Osativa_v7.0_Ca_12_3255691","OG0000009","Ca","LOC_Os12g06380","Osativa_v7.0",12,3255691,3012691,3498691,3059456,3063808,"transposon protein, putative, unclassified, expressed",4,11,0.909090909090909,0.163,0.0608727272727273,0.547854545454545
"Osativa_v7.0_Ca_5_27431007","OG0000244","Ca","LOC_Os05g48240","Osativa_v7.0",5,27431007,27188007,27674007,27647978,27653685,"dynamin family protein, putative, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0000250","Ca","LOC_Os05g47750","Osativa_v7.0",5,27431007,27188007,27674007,27353477,27357619,"Ser/Thr protein kinase, putative, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0000250","Ca","LOC_Os05g47770","Osativa_v7.0",5,27431007,27188007,27674007,27360906,27367545,"serine/threonine-protein kinase At1g18390 precursor, putative, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0000308","Ca","LOC_Os05g47700","Osativa_v7.0",5,27431007,27188007,27674007,27330644,27331350,"LTPL152 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0000308","Ca","LOC_Os05g47730","Osativa_v7.0",5,27431007,27188007,27674007,27345715,27346293,"LTPL153 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0001040","Ca","LOC_Os05g47650","Osativa_v7.0",5,27431007,27188007,27674007,27302985,27304597,"B3 DNA binding domain containing protein, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0003128","Ca","LOC_Os05g47680","Osativa_v7.0",5,27431007,27188007,27674007,27320573,27322871,"expressed protein",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
"Osativa_v7.0_Ca_5_27431007","OG0004127","Ca","LOC_Os05g47890","Osativa_v7.0",5,27431007,27188007,27674007,27459362,27461864,"WD domain, G-beta repeat domain containing protein, expressed",4,29,0.96551724137931,0.163,0.0230896551724138,0.540297931034483
