"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Mn_8_10985000","OG0000048","Mn","Glyma.08G145600","Gmax_Wm82.a2.v1",8,10985000,10785000,11185000,11066152,11073328,"2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase (1 of 5)",5,3,0.666666666666667,0.058125,0.313958333333333,0.816291666666667
"Gmax_Wm82.a2.v1_Mn_12_5486355","OG0000070","Mn","Glyma.12G074500","Gmax_Wm82.a2.v1",12,5486355,5286355,5686355,5616463,5617266,"K11254 - histone H4 (H4)  (1 of 20)",5,4,0.75,0.058125,0.23546875,0.80059375
"Gmax_Wm82.a2.v1_Mn_14_45385315","OG0000070","Mn","Glyma.14G190800","Gmax_Wm82.a2.v1",14,45385315,45185315,45867736,45566998,45568488,"K11254 - histone H4 (H4)  (1 of 20)",5,4,0.75,0.058125,0.23546875,0.80059375
"Gmax_Wm82.a2.v1_Mn_15_50927269","OG0000048","Mn","Glyma.15G275000","Gmax_Wm82.a2.v1",15,50927269,50727269,51534171,51338547,51347555,"PTHR13301//PTHR13301:SF61 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 2)",5,4,0.75,0.058125,0.23546875,0.80059375
"Sbicolor_v3.1.1_Mn_3_5085915","OG0000070","Mn","Sobic.003G056600","Sbicolor_v3.1.1",3,5085915,4985915,5185915,5054493,5054804,"similar to Histone H4",5,4,0.75,0.0676,0.2331,0.79254
"Sbicolor_v3.1.1_Mn_3_5085915","OG0000070","Mn","Sobic.003G057100","Sbicolor_v3.1.1",3,5085915,4985915,5185915,5083481,5084295,"similar to Histone H4",5,4,0.75,0.0676,0.2331,0.79254
"Sbicolor_v3.1.1_Mn_9_52359730","OG0000070","Mn","Sobic.009G167500","Sbicolor_v3.1.1",9,52359730,52259730,52459730,52359759,52360882,"similar to Histone H4",5,4,0.75,0.0676,0.2331,0.79254
"Gmax_Wm82.a2.v1_Mn_2_6719236","OG0000048","Mn","Glyma.02G080900","Gmax_Wm82.a2.v1",2,6719236,6519236,7818643,6970629,6978838,"2.4.1.29 - Cellulose synthase (GDP-forming) / GDP-glucose-cellulose glucosyltransferase (1 of 5)",5,8,0.875,0.058125,0.117734375,0.777046875
"Gmax_Wm82.a2.v1_Mn_17_3639524","OG0000048","Mn","Glyma.17G072200","Gmax_Wm82.a2.v1",17,3639524,3439524,5829436,5646258,5651630,"PTHR13301//PTHR13301:SF28 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 4)",5,14,0.928571428571429,0.058125,0.0672767857142857,0.766955357142857
"Gmax_Wm82.a2.v1_Mn_17_3639524","OG0000070","Mn","Glyma.17G063200","Gmax_Wm82.a2.v1",17,3639524,3439524,5829436,4871508,4872322,"K11254 - histone H4 (H4)  (1 of 20)",5,14,0.928571428571429,0.058125,0.0672767857142857,0.766955357142857
"Sbicolor_v3.1.1_Mn_3_66927560","OG0000070","Mn","Sobic.003G347900","Sbicolor_v3.1.1",3,66927560,66827560,67027560,66843808,66844475,"similar to Histone H4",5,13,0.923076923076923,0.0676,0.0717230769230769,0.760264615384615
"Osativa_v7.0_Mn_7_13612603","OG0000048","Mn","LOC_Os07g24190","Osativa_v7.0",7,13612603,13369603,13855603,13741284,13747256,"CESA3 - cellulose synthase, expressed",5,2,0.5,0.156,0.422,0.7596
"Zmays_RefGen_V4_Mn_3_10944622.75","OG0000048","Mn","Zm00001d039660","Zmays_RefGen_V4",3,10944622.75,10843360,11046526,10945251,10952016,"(1 of 64) 2.4.1.12 - Cellulose synthase (UDP-forming) / UDP-glucose-cellulose glucosyltransferase",5,3,0.666666666666667,0.149,0.283666666666667,0.737533333333333
"Athaliana_TAIR10_Mn_2_9310013","OG0000048","Mn","AT2G21770","Athaliana_TAIR10",2,9310013,9235013,9385235,9284837,9289536,"cellulose synthase A9",5,5,0.8,0.125,0.175,0.735
"Athaliana_TAIR10_Mn_1_2368923","OG0000070","Mn","AT1G07660","Athaliana_TAIR10",1,2368923,2293923,2443923,2368837,2369734,"Histone superfamily protein",5,10,0.9,0.125,0.0875,0.7175
"Athaliana_TAIR10_Mn_1_2368923","OG0000070","Mn","AT1G07820","Athaliana_TAIR10",1,2368923,2293923,2443923,2421216,2421947,"Histone superfamily protein",5,10,0.9,0.125,0.0875,0.7175
"Zmays_RefGen_V4_Mn_3_184589169","OG0000070","Mn","Zm00001d042954","Zmays_RefGen_V4",3,184589169,184489113,184971957,184749677,184749988,"(1 of 16) K11254 - histone H4 (H4)",5,12,0.916666666666667,0.149,0.0709166666666667,0.694983333333333
"Osativa_v7.0_Mn_9_21840079","OG0000070","Mn","LOC_Os09g38020","Osativa_v7.0",9,21840079,21597079,22193715,21911963,21912683,"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed",5,20,0.95,0.156,0.0422,0.68364
"Gmax_Wm82.a2.v1_Mn_13_41611412","OG0000061","Mn","Glyma.13G321600","Gmax_Wm82.a2.v1",13,41611412,41411412,41955907,41597488,41598228,"K11252 - histone H2B (H2B)  (1 of 16)",4,1,0,0.344758064516129,0.524193548387097,0.524193548387097
"Gmax_Wm82.a2.v1_Mn_2_40722490","OG0001454","Mn","Glyma.02G220400","Gmax_Wm82.a2.v1",2,40722490,40522490,40930110,40822095,40826236,"",4,1,0,0.344758064516129,0.524193548387097,0.524193548387097
"Gmax_Wm82.a2.v1_Mn_4_32782075","OG0000873","Mn","Glyma.04G149900","Gmax_Wm82.a2.v1",4,32782075,32582075,32982075,32603728,32617798,"",4,1,0,0.344758064516129,0.524193548387097,0.524193548387097
"Gmax_Wm82.a2.v1_Mn_8_15558477","OG0000388","Mn","Glyma.08G193400","Gmax_Wm82.a2.v1",8,15558477,15358477,15758477,15573471,15577477,"PTHR10766:SF37 - ENDOMEMBRANE PROTEIN 70 FAMILY PROTEIN (1 of 5)",4,1,0,0.344758064516129,0.524193548387097,0.524193548387097
"Gmax_Wm82.a2.v1_Mn_9_40976849","OG0001304","Mn","Glyma.09G183300","Gmax_Wm82.a2.v1",9,40976849,40776849,41176849,40842446,40844995,"K02993 - small subunit ribosomal protein S7e (RP-S7e, RPS7)  (1 of 6)",4,1,0,0.344758064516129,0.524193548387097,0.524193548387097
"Sbicolor_v3.1.1_Mn_1_62624734","OG0001131","Mn","Sobic.001G338600","Sbicolor_v3.1.1",1,62624734,62524734,62724734,62623592,62625626,"PTHR31304:SF3 - LOB DOMAIN-CONTAINING PROTEIN 40 (1 of 3)",4,2,0.5,0.336857142857143,0.265257142857143,0.477462857142857
"Sbicolor_v3.1.1_Mn_1_73434915","OG0000658","Mn","Sobic.001G459800","Sbicolor_v3.1.1",1,73434915,73334915,73534915,73534067,73537450,"similar to UDP-glucose 6-dehydrogenase",4,2,0.5,0.336857142857143,0.265257142857143,0.477462857142857
"Sbicolor_v3.1.1_Mn_3_55370875","OG0000873","Mn","Sobic.003G218500","Sbicolor_v3.1.1",3,55370875,55270875,55470875,55380771,55384516,"similar to Lysophospholipase 2-like",4,2,0.5,0.336857142857143,0.265257142857143,0.477462857142857
"Sbicolor_v3.1.1_Mn_6_50964176","OG0000109","Mn","Sobic.006G149300","Sbicolor_v3.1.1",6,50964176,50864176,51182745,51083274,51087226,"similar to Os04g0518800 protein",4,2,0.5,0.336857142857143,0.265257142857143,0.477462857142857
"Sbicolor_v3.1.1_Mn_9_50537917","OG0000059","Mn","Sobic.009G148100","Sbicolor_v3.1.1",9,50537917,50437917,50637917,50525251,50526573,"PTHR10641//PTHR10641:SF617 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)",4,2,0.5,0.336857142857143,0.265257142857143,0.477462857142857
"Athaliana_TAIR10_Mn_5_20060713","OG0000059","Mn","AT5G49330","Athaliana_TAIR10",5,20060713,19985713,20135713,19998952,20001378,"myb domain protein 111",4,2,0.5,0.340068965517241,0.263972413793103,0.475150344827586
"Gmax_Wm82.a2.v1_Mn_10_42827138","OG0000061","Mn","Glyma.10G198500","Gmax_Wm82.a2.v1",10,42827138,42627138,43186781,42958437,42959619,"K11252 - histone H2B (H2B)  (1 of 16)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_12_33002665","OG0000109","Mn","Glyma.12G174900","Gmax_Wm82.a2.v1",12,33002665,32802665,33447638,33225421,33230694,"PTHR31223:SF23 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG1 (1 of 4)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_13_22181447","OG0000059","Mn","Glyma.13G109100","Gmax_Wm82.a2.v1",13,22181447,21981447,22381447,22304272,22305931,"PTHR10641:SF459 - TRANSCRIPTION FACTOR TT2 (1 of 2)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_13_42423055","OG0004253","Mn","Glyma.13G331000","Gmax_Wm82.a2.v1",13,42423055,42223055,42925821,42560607,42563362,"PTHR31319:SF1 - CCT MOTIF FAMILY PROTEIN (1 of 5)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_17_37695284","OG0000388","Mn","Glyma.17G223200","Gmax_Wm82.a2.v1",17,37695284,37495284,37895284,37649685,37653943,"PTHR10766:SF46 - ENDOMEMBRANE FAMILY PROTEIN 70 (1 of 4)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_18_1266211","OG0000789","Mn","Glyma.18G022700","Gmax_Wm82.a2.v1",18,1266211,1066211,1949975,1651215,1653524,"PF12680 - SnoaL-like domain (SnoaL_2)  (1 of 4)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_19_43216860","OG0000061","Mn","Glyma.19G173400","Gmax_Wm82.a2.v1",19,43216860,43016860,43525754,43383360,43384249,"K11252 - histone H2B (H2B)  (1 of 16)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_1_47417553","OG0001579","Mn","Glyma.01G143800","Gmax_Wm82.a2.v1",1,47417553,47217553,48566292,47752699,47757849,"PTHR31529:SF7 - LOB DOMAIN-CONTAINING PROTEIN 19-RELATED (1 of 2)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_1_47417553","OG0001579","Mn","Glyma.01G143900","Gmax_Wm82.a2.v1",1,47417553,47217553,48566292,47782788,47787690,"PTHR31529:SF3 - LOB DOMAIN-CONTAINING PROTEIN 18-RELATED (1 of 4)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_2_11045403","OG0000658","Mn","Glyma.02G115400","Gmax_Wm82.a2.v1",2,11045403,10845403,11245403,11227609,11230080,"K00012 - UDPglucose 6-dehydrogenase (UGDH, ugd)  (1 of 8)",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Gmax_Wm82.a2.v1_Mn_4_5534280","OG0000873","Mn","Glyma.04G068500","Gmax_Wm82.a2.v1",4,5534280,5334280,5735170,5723820,5729361,"",4,2,0.5,0.344758064516129,0.262096774193548,0.471774193548387
"Sbicolor_v3.1.1_Mn_9_51964942","OG0000061","Mn","Sobic.009G164200","Sbicolor_v3.1.1",9,51964942,51864942,52064942,52057066,52057611,"similar to Histone H2B.3",4,3,0.666666666666667,0.336857142857143,0.176838095238095,0.459779047619048
"Gmax_Wm82.a2.v1_Mn_11_11311013","OG0000109","Mn","Glyma.11G145100","Gmax_Wm82.a2.v1",11,11311013,11111013,11951928,11144477,11150703,"PTHR31223:SF23 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG1 (1 of 4)",4,3,0.666666666666667,0.344758064516129,0.174731182795699,0.454301075268817
"Gmax_Wm82.a2.v1_Mn_14_10201982","OG0000388","Mn","Glyma.14G102000","Gmax_Wm82.a2.v1",14,10201982,10001982,11071522,10082031,10086953,"PTHR10766:SF46 - ENDOMEMBRANE FAMILY PROTEIN 70 (1 of 4)",4,3,0.666666666666667,0.344758064516129,0.174731182795699,0.454301075268817
"Gmax_Wm82.a2.v1_Mn_16_637802","OG0000059","Mn","Glyma.16G007200","Gmax_Wm82.a2.v1",16,637802,437802,837802,594725,596329,"PTHR10641//PTHR10641:SF535 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)",4,3,0.666666666666667,0.344758064516129,0.174731182795699,0.454301075268817
"Gmax_Wm82.a2.v1_Mn_2_39080951","OG0000388","Mn","Glyma.02G204200","Gmax_Wm82.a2.v1",2,39080951,38880951,39533124,38955462,38958364,"PTHR10766:SF37 - ENDOMEMBRANE PROTEIN 70 FAMILY PROTEIN (1 of 5)",4,3,0.666666666666667,0.344758064516129,0.174731182795699,0.454301075268817
"Sbicolor_v3.1.1_Mn_10_55298899","OG0000388","Mn","Sobic.010G210200","Sbicolor_v3.1.1",10,55298899,55198899,55398899,55395207,55398534,"similar to Endomembrane protein 70-like",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_10_55298899","OG0009006","Mn","Sobic.010G209400","Sbicolor_v3.1.1",10,55298899,55198899,55398899,55293227,55304915,"similar to Putative TAF5",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_1_14285008","OG0000658","Mn","Sobic.001G171300","Sbicolor_v3.1.1",1,14285008,14185008,14385008,14314210,14315949,"similar to Putative uncharacterized protein",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_1_14285008","OG0001457","Mn","Sobic.001G170000","Sbicolor_v3.1.1",1,14285008,14185008,14385008,14188594,14192267,"PTHR11706:SF46 - METAL TRANSPORTER NRAMP2-RELATED (1 of 2)",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_9_52359730","OG0004253","Mn","Sobic.009G167300","Sbicolor_v3.1.1",9,52359730,52259730,52459730,52348905,52352521,"PF06203 - CCT motif (CCT)  (1 of 35)",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_9_53137732","OG0001454","Mn","Sobic.009G176700","Sbicolor_v3.1.1",9,53137732,53037732,53237732,53159129,53163452,"similar to Os05g0482600 protein",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Sbicolor_v3.1.1_Mn_9_53137732","OG0003309","Mn","Sobic.009G176900","Sbicolor_v3.1.1",9,53137732,53037732,53237732,53182607,53185915,"similar to Na+/H+ antiporter-like protein",4,4,0.75,0.336857142857143,0.132628571428571,0.450937142857143
"Athaliana_TAIR10_Mn_1_25068675","OG0001131","Mn","AT1G67100","Athaliana_TAIR10",1,25068675,24993675,25173388,25053734,25054847,"LOB domain-containing protein 40",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_2_5716038","OG0001980","Mn","AT2G13810","Athaliana_TAIR10",2,5716038,5641038,5791038,5768446,5772259,"AGD2-like defense response protein 1",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_2_5716038","OG0003309","Mn","AT2G13620","Athaliana_TAIR10",2,5716038,5641038,5791038,5678006,5680621,"cation/hydrogen exchanger 15",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_3_20064988","OG0001454","Mn","AT3G54190","Athaliana_TAIR10",3,20064988,19989988,20139988,20061528,20064154,"Transducin/WD40 repeat-like superfamily protein",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_13772574","OG0000059","Mn","AT5G35550","Athaliana_TAIR10",5,13772574,13697574,13847574,13726743,13727860,"Duplicated homeodomain-like superfamily protein",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_15775330","OG0000658","Mn","AT5G39320","Athaliana_TAIR10",5,15775330,15700330,15850330,15742762,15744943,"UDP-glucose 6-dehydrogenase family protein",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_15775330","OG0003886","Mn","AT5G39360","Athaliana_TAIR10",5,15775330,15700330,15850330,15752992,15754677,"EID1-like 2",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_26842681","OG0001457","Mn","AT5G67330","Athaliana_TAIR10",5,26842681,26767681,26939663,26861727,26863897,"natural resistance associated macrophage protein 4",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_8614387","OG0000388","Mn","AT5G25100","Athaliana_TAIR10",5,8614387,8539387,8691654,8648006,8651176,"Endomembrane protein 70 protein family",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Athaliana_TAIR10_Mn_5_8614387","OG0009006","Mn","AT5G25150","Athaliana_TAIR10",5,8614387,8539387,8691654,8677091,8682205,"TBP-associated factor 5",4,4,0.75,0.340068965517241,0.131986206896552,0.448753103448276
"Sbicolor_v3.1.1_Mn_5_1456057","OG0002083","Mn","Sobic.005G015300","Sbicolor_v3.1.1",5,1456057,1356057,1556057,1375009,1376730,"similar to Putative uncharacterized protein 4B",4,5,0.8,0.336857142857143,0.106102857142857,0.445632
"Gmax_Wm82.a2.v1_Mn_12_2556204","OG0000059","Mn","Glyma.12G032200","Gmax_Wm82.a2.v1",12,2556204,2356204,2839339,2416369,2417788,"PTHR10641:SF588 - TRANSCRIPTION REPRESSOR MYB4 (1 of 2)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_12_5486355","OG0004253","Mn","Glyma.12G074400","Gmax_Wm82.a2.v1",12,5486355,5286355,5686355,5601542,5604778,"PTHR31319:SF1 - CCT MOTIF FAMILY PROTEIN (1 of 5)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_14_45385315","OG0001454","Mn","Glyma.14G187400","Gmax_Wm82.a2.v1",14,45385315,45185315,45867736,45209096,45212965,"",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_18_4472075","OG0002083","Mn","Glyma.18G050200","Gmax_Wm82.a2.v1",18,4472075,4272075,4672075,4332197,4334025,"PF06697 - Protein of unknown function (DUF1191) (DUF1191)  (1 of 14)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_19_45430209","OG0000109","Mn","Glyma.19G198400","Gmax_Wm82.a2.v1",19,45430209,45230209,45630209,45549783,45554989,"",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_4_3418112","OG0001457","Mn","Glyma.04G044000","Gmax_Wm82.a2.v1",4,3418112,3218112,3634248,3519742,3523911,"K12347 - natural resistance-associated macrophage protein (SLC11A, NRAMP)  (1 of 8)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_5_1442678","OG0000658","Mn","Glyma.05G022600","Gmax_Wm82.a2.v1",5,1442678,1242678,2741592,1980136,1985661,"K00012 - UDPglucose 6-dehydrogenase (UGDH, ugd)  (1 of 8)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_8_4958147","OG0001980","Mn","Glyma.08G063500","Gmax_Wm82.a2.v1",8,4958147,4758147,5320350,4876658,4882865,"K10206 - LL-diaminopimelate aminotransferase (E2.6.1.83)  (1 of 3)",4,4,0.75,0.344758064516129,0.131048387096774,0.445564516129032
"Gmax_Wm82.a2.v1_Mn_18_5162188","OG0003616","Mn","Glyma.18G057000","Gmax_Wm82.a2.v1",18,5162188,4962188,5362188,4988906,4990187,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_18_5162188","OG0011030","Mn","Glyma.18G057700","Gmax_Wm82.a2.v1",18,5162188,4962188,5362188,5085113,5089236,"K00645 - fabD (1 of 2)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_4_49245458","OG0001454","Mn","Glyma.04G224900","Gmax_Wm82.a2.v1",4,49245458,49045458,49608492,49518277,49522803,"",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_4_5113993","OG0000388","Mn","Glyma.04G060700","Gmax_Wm82.a2.v1",4,5113993,4913993,5318645,4950007,4954336,"PTHR10766:SF46 - ENDOMEMBRANE FAMILY PROTEIN 70 (1 of 4)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_4_5113993","OG0009006","Mn","Glyma.04G061600","Gmax_Wm82.a2.v1",4,5113993,4913993,5318645,5031313,5041135,"K03130 - transcription initiation factor TFIID subunit 5 (TAF5)  (1 of 3)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_7_2670759","OG0000059","Mn","Glyma.07G038000","Gmax_Wm82.a2.v1",7,2670759,2470759,3410155,3129829,3132206,"PTHR10641//PTHR10641:SF535 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_7_2670759","OG0000873","Mn","Glyma.07G032700","Gmax_Wm82.a2.v1",7,2670759,2470759,3410155,2557401,2561466,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Gmax_Wm82.a2.v1_Mn_9_3420259","OG0000059","Mn","Glyma.09G038900","Gmax_Wm82.a2.v1",9,3420259,3220259,4098022,3263227,3268153,"PTHR10641:SF203 - MYB DOMAIN PROTEIN 11-RELATED (1 of 4)",4,5,0.8,0.344758064516129,0.104838709677419,0.440322580645161
"Athaliana_TAIR10_Mn_3_3375074","OG0000789","Mn","AT3G10985","Athaliana_TAIR10",3,3375074,3300074,3450074,3442528,3443445,"senescence associated gene 20",4,6,0.833333333333333,0.340068965517241,0.0879908045977011,0.439954022988506
"Athaliana_TAIR10_Mn_3_472036","OG0001131","Mn","AT3G02550","Athaliana_TAIR10",3,472036,397036,547036,536505,537998,"LOB domain-containing protein 41",4,6,0.833333333333333,0.340068965517241,0.0879908045977011,0.439954022988506
"Athaliana_TAIR10_Mn_3_472036","OG0001304","Mn","AT3G02560","Athaliana_TAIR10",3,472036,397036,547036,541715,543385,"Ribosomal protein S7e family protein",4,6,0.833333333333333,0.340068965517241,0.0879908045977011,0.439954022988506
"Athaliana_TAIR10_Mn_5_24218609","OG0004253","Mn","AT5G59990","Athaliana_TAIR10",5,24218609,24143609,24293609,24150983,24153084,"CCT motif family protein",4,6,0.833333333333333,0.340068965517241,0.0879908045977011,0.439954022988506
"Sbicolor_v3.1.1_Mn_1_62218159","OG0003886","Mn","Sobic.001G333300","Sbicolor_v3.1.1",1,62218159,62118159,62318159,62217561,62221099,"similar to Expressed protein",4,7,0.857142857142857,0.336857142857143,0.0757877551020408,0.439568979591837
"Sbicolor_v3.1.1_Mn_1_71511878","OG0001579","Mn","Sobic.001G437300","Sbicolor_v3.1.1",1,71511878,71411878,71611878,71566224,71569045,"similar to LOB domain protein 18, putative",4,7,0.857142857142857,0.336857142857143,0.0757877551020408,0.439568979591837
"Athaliana_TAIR10_Mn_4_92684","OG0001579","Mn","AT4G00210","Athaliana_TAIR10",4,92684,17684,194280,85693,86895,"LOB domain-containing protein 31",4,7,0.857142857142857,0.340068965517241,0.0754206896551724,0.43744
