"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Sbicolor_v3.1.1_Mg_1_28070502","OG0001309","Mg","Sobic.001G253900","Sbicolor_v3.1.1",1,28070502,27970502,28170502,28076570,28079329,"weakly similar to Putative DNA-binding protein",4,1,0,0.28572,0.571424,0.571424
"Sbicolor_v3.1.1_Mg_1_57941991","OG0000163","Mg","Sobic.001G298100","Sbicolor_v3.1.1",1,57941991,57841991,58041991,57872662,57873561,"similar to DREB-like protein",4,1,0,0.28572,0.571424,0.571424
"Sbicolor_v3.1.1_Mg_6_58505174","OG0003808","Mg","Sobic.006G244800","Sbicolor_v3.1.1",6,58505174,58405174,58605174,58463788,58467690,"PTHR33077:SF5 - PROTEIN TIFY 3A-RELATED (1 of 1)",4,1,0,0.28572,0.571424,0.571424
"Sbicolor_v3.1.1_Mg_7_55874445","OG0000236","Mg","Sobic.007G134000","Sbicolor_v3.1.1",7,55874445,55774445,55974445,55800550,55807307,"similar to 14-3-3-like protein GF14-C",4,1,0,0.28572,0.571424,0.571424
"Sbicolor_v3.1.1_Mg_9_49866183","OG0000246","Mg","Sobic.009G140700","Sbicolor_v3.1.1",9,49866183,49766183,49966183,49800339,49805960,"similar to Putative uncharacterized protein",4,1,0,0.28572,0.571424,0.571424
"Gmax_Wm82.a2.v1_Mg_17_2195337","OG0003808","Mg","Glyma.17G043700","Gmax_Wm82.a2.v1",17,2195337,1995337,3283563,3239598,3242236,"PTHR33077:SF5 - PROTEIN TIFY 3A-RELATED (1 of 4)",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_18_53948168","OG0001309","Mg","Glyma.18G258400","Gmax_Wm82.a2.v1",18,53948168,53748168,54776800,54378549,54381370,"PTHR24326:SF264 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-20-RELATED (1 of 4)",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_18_6809001","OG0000689","Mg","Glyma.18G073400","Gmax_Wm82.a2.v1",18,6809001,6609001,7009001,6911257,6919090,"K00876 - uridine kinase (udk, UCK)  (1 of 8)",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_1_55419922","OG0000244","Mg","Glyma.01G225900","Gmax_Wm82.a2.v1",1,55419922,55219922,55638203,55458268,55464187,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_2_1853600","OG0001309","Mg","Glyma.02G019100","Gmax_Wm82.a2.v1",2,1853600,1653600,2161940,1682559,1685705,"",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_5_39845334","OG0000244","Mg","Glyma.05G217300","Gmax_Wm82.a2.v1",5,39845334,39645334,40396305,39744360,39750943,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_7_29491282","OG0000244","Mg","Glyma.07G171000","Gmax_Wm82.a2.v1",7,29491282,29291282,30198160,29553840,29578818,"",4,2,0.5,0.254203125,0.29831875,0.53697375
"Gmax_Wm82.a2.v1_Mg_9_45085291","OG0006680","Mg","Glyma.09G227900","Gmax_Wm82.a2.v1",9,45085291,44885291,45679123,45217921,45226339,"",4,2,0.5,0.254203125,0.29831875,0.53697375
"Zmays_RefGen_V4_Mg_1_15179932.4848485","OG0001309","Mg","Zm00001d027852","Zmays_RefGen_V4",1,15179932.4848485,15078576,15291734,15193281,15196077,"(1 of 1) KOG0483//KOG0484 - Transcription factor HEX, contains HOX and HALZ domains // Transcription factor PHOX2/ARIX, contains HOX domain",4,1,0,0.33,0.536,0.536
"Zmays_RefGen_V4_Mg_3_136605751","OG0000246","Mg","Zm00001d041767","Zmays_RefGen_V4",3,136605751,136505751,136713904,136598676,136603856,"(1 of 3) PTHR12321//PTHR12321:SF62 - CPG BINDING PROTEIN // SUBFAMILY NOT NAMED",4,1,0,0.33,0.536,0.536
"Zmays_RefGen_V4_Mg_5_197267512","OG0000163","Mg","Zm00001d017480","Zmays_RefGen_V4",5,197267512,197167512,197367512,197251323,197252009,"(1 of 222) PF00847 - AP2 domain (AP2)",4,1,0,0.33,0.536,0.536
"Zmays_RefGen_V4_Mg_5_199542879.5","OG0000848","Mg","Zm00001d017560","Zmays_RefGen_V4",5,199542879.5,199442813,199642946,199613954,199621606,"(1 of 1) PTHR10593//PTHR10593:SF38 - SERINE/THREONINE-PROTEIN KINASE RIO // C2H2-LIKE ZINC FINGER PROTEIN-RELATED",4,1,0,0.33,0.536,0.536
"Osativa_v7.0_Mg_11_10313426","OG0000408","Mg","LOC_Os11g18170","Osativa_v7.0",11,10313426,10070426,10556426,10230265,10232934,"glutathione peroxidase, putative, expressed",4,1,0,0.333,0.5336,0.5336
"Gmax_Wm82.a2.v1_Mg_13_16493900","OG0001309","Mg","Glyma.13G064000","Gmax_Wm82.a2.v1",13,16493900,16293900,17262998,16332696,16336010,"PTHR24326:SF264 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-20-RELATED (1 of 4)",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_14_9077966","OG0000246","Mg","Glyma.14G099700","Gmax_Wm82.a2.v1",14,9077966,8877966,10099951,9714389,9719658,"",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_14_9077966","OG0000408","Mg","Glyma.14G101300","Gmax_Wm82.a2.v1",14,9077966,8877966,10099951,10027290,10028248,"",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_15_48562471","OG0000995","Mg","Glyma.15G266700","Gmax_Wm82.a2.v1",15,48562471,48362471,50522907,50295277,50301000,"",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_17_10255609","OG0000689","Mg","Glyma.17G129000","Gmax_Wm82.a2.v1",17,10255609,10055609,10455609,10334030,10340149,"K00876 - uridine kinase (udk, UCK)  (1 of 8)",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_17_413904","OG0000246","Mg","Glyma.17G002600","Gmax_Wm82.a2.v1",17,413904,213904,1104110,298721,304372,"PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED (1 of 7)",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_1_3875155","OG0000699","Mg","Glyma.01G035300","Gmax_Wm82.a2.v1",1,3875155,3675155,4075155,3678713,3680543,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_8_2942526","OG0000163","Mg","Glyma.08G035000","Gmax_Wm82.a2.v1",8,2942526,2742526,3145281,2780328,2781834,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Gmax_Wm82.a2.v1_Mg_8_2942526","OG0001615","Mg","Glyma.08G039000","Gmax_Wm82.a2.v1",8,2942526,2742526,3145281,3053220,3053733,"",4,3,0.666666666666667,0.254203125,0.198879166666667,0.517085833333333
"Sbicolor_v3.1.1_Mg_1_18156709","OG0000308","Mg","Sobic.001G200800","Sbicolor_v3.1.1",1,18156709,18056709,18256709,18191249,18192020,"similar to Nonspecific lipid-transfer protein 2, putative, expressed",4,2,0.5,0.28572,0.285712,0.5142816
"Sbicolor_v3.1.1_Mg_4_5580015","OG0001615","Mg","Sobic.004G068000","Sbicolor_v3.1.1",4,5580015,5480015,5680015,5537848,5538147,"",4,2,0.5,0.28572,0.285712,0.5142816
"Gmax_Wm82.a2.v1_Mg_17_27080771","OG0000163","Mg","Glyma.17G194100","Gmax_Wm82.a2.v1",17,27080771,26880771,31705264,28985214,28985927,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_18_49582012","OG0003344","Mg","Glyma.18G210400","Gmax_Wm82.a2.v1",18,49582012,49382012,50090219,49623839,49631767,"PTHR22870:SF87 - REGULATOR OF CHROMOSOME CONDENSATION REPEAT-CONTAINING PROTEIN-RELATED (1 of 4)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_18_57473940","OG0000236","Mg","Glyma.18G298300","Gmax_Wm82.a2.v1",18,57473940,57273940,57673940,57587135,57590454,"PTHR18860:SF27 - 14-3-3-LIKE PROTEIN GF14 LAMBDA (1 of 4)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_19_30044415","OG0000504","Mg","Glyma.19G082900","Gmax_Wm82.a2.v1",19,30044415,29844415,30439319,30065750,30072387,"",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_19_8224298","OG0000689","Mg","Glyma.19G051200","Gmax_Wm82.a2.v1",19,8224298,8024298,11190984,8309186,8319163,"PF06414//PF14681 - Zeta toxin (Zeta_toxin)  // Uracil phosphoribosyltransferase (UPRTase)  (1 of 1)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_4_6823564","OG0000163","Mg","Glyma.04G084000","Gmax_Wm82.a2.v1",4,6823564,6623564,7423960,7084285,7086468,"PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 4)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_5_2167334","OG0002608","Mg","Glyma.05G026700","Gmax_Wm82.a2.v1",5,2167334,1967334,2407089,2299498,2299782,"",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_5_41484954","OG0000244","Mg","Glyma.05G239300","Gmax_Wm82.a2.v1",5,41484954,41284954,41912419,41502076,41508914,"PTHR11566:SF80 - DYNAMIN-RELATED PROTEIN 1C (1 of 6)",4,4,0.75,0.254203125,0.149159375,0.507141875
"Gmax_Wm82.a2.v1_Mg_11_1373262","OG0000244","Mg","Glyma.11G017000","Gmax_Wm82.a2.v1",11,1373262,1173262,1573262,1171998,1177529,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,5,0.8,0.254203125,0.1193275,0.5011755
"Gmax_Wm82.a2.v1_Mg_14_47215997","OG0000995","Mg","Glyma.14G211000","Gmax_Wm82.a2.v1",14,47215997,47015997,47729979,47592207,47597473,"K00031 - isocitrate dehydrogenase (IDH1, IDH2, icd)  (1 of 4)",4,5,0.8,0.254203125,0.1193275,0.5011755
"Gmax_Wm82.a2.v1_Mg_17_7924918","OG0002608","Mg","Glyma.17G100200","Gmax_Wm82.a2.v1",17,7924918,7724918,8280597,7902958,7904070,"",4,5,0.8,0.254203125,0.1193275,0.5011755
"Athaliana_TAIR10_Mg_3_8296395","OG0003344","Mg","AT3G23270","Athaliana_TAIR10",3,8296395,8221395,8373083,8316436,8320337,"Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain",4,1,0,0.374571428571429,0.500342857142857,0.500342857142857
"Athaliana_TAIR10_Mg_4_5803401","OG0000236","Mg","AT4G09000","Athaliana_TAIR10",4,5803401,5728401,5878401,5775210,5777481,"general regulatory factor 1",4,1,0,0.374571428571429,0.500342857142857,0.500342857142857
"Gmax_Wm82.a2.v1_Mg_16_2544764","OG0000244","Mg","Glyma.16G024300","Gmax_Wm82.a2.v1",16,2544764,2344764,3325850,2357442,2364631,"",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_16_4835081","OG0001772","Mg","Glyma.16G052300","Gmax_Wm82.a2.v1",16,4835081,4635081,5233510,5044847,5050843,"",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_16_4835081","OG0003844","Mg","Glyma.16G053200","Gmax_Wm82.a2.v1",16,4835081,4635081,5233510,5168246,5169977,"PTHR31614:SF3 - POLLEN OLE E 1 ALLERGEN AND EXTENSIN FAMILY PROTEIN (1 of 2)",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_20_120326","OG0000848","Mg","Glyma.20G005800","Gmax_Wm82.a2.v1",20,120326,1,808620,564408,569908,"PTHR10593//PTHR10593:SF50 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 8)",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_20_120326","OG0000848","Mg","Glyma.20G005900","Gmax_Wm82.a2.v1",20,120326,1,808620,573930,581981,"",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_2_45625797","OG0000504","Mg","Glyma.02G270300","Gmax_Wm82.a2.v1",2,45625797,45425797,45908763,45435211,45438514,"PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED (1 of 2)",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_7_38651860","OG0000656","Mg","Glyma.07G213100","Gmax_Wm82.a2.v1",7,38651860,38451860,39020121,38532643,38536644,"",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_7_5078998","OG0000244","Mg","Glyma.07G055600","Gmax_Wm82.a2.v1",7,5078998,4878998,6189638,4902632,4909473,"PTHR11566:SF58 - DYNAMIN-RELATED PROTEIN 1A (1 of 6)",4,6,0.833333333333333,0.254203125,0.0994395833333333,0.497197916666667
"Gmax_Wm82.a2.v1_Mg_14_7160104","OG0001878","Mg","Glyma.14G083500","Gmax_Wm82.a2.v1",14,7160104,6960104,7625927,7277484,7282675,"PTHR31471:SF13 - REMORIN-LIKE PROTEIN (1 of 4)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_17_39924947","OG0001878","Mg","Glyma.17G241500","Gmax_Wm82.a2.v1",17,39924947,39724947,40775507,39721566,39726711,"PTHR31471:SF13 - REMORIN-LIKE PROTEIN (1 of 4)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0000689","Mg","Glyma.19G089100","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,31719972,31727837,"",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0001772","Mg","Glyma.19G099000","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,34524421,34530811,"K16675 - palmitoyltransferase ZDHHC9/14/18 (ZDHHC9_14_18)  (1 of 11)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_19_31794169","OG0003844","Mg","Glyma.19G096200","Gmax_Wm82.a2.v1",19,31794169,31594169,34610588,33953975,33955597,"PTHR31614:SF3 - POLLEN OLE E 1 ALLERGEN AND EXTENSIN FAMILY PROTEIN (1 of 2)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_1_4464958","OG0001309","Mg","Glyma.01G044600","Gmax_Wm82.a2.v1",1,4464958,4264958,6149964,4922421,4925287,"PTHR24326:SF176 - HOMEOBOX-LEUCINE ZIPPER PROTEIN ATHB-13-RELATED (1 of 5)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_1_4464958","OG0002608","Mg","Glyma.01G047800","Gmax_Wm82.a2.v1",1,4464958,4264958,6149964,5559528,5560353,"PTHR36726:SF1 - CLAVATA3/ESR (CLE)-RELATED PROTEIN 45 (1 of 2)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_2_7092642","OG0000244","Mg","Glyma.02G085700","Gmax_Wm82.a2.v1",2,7092642,6892642,8931107,7461444,7476490,"PTHR11566:SF80 - DYNAMIN-RELATED PROTEIN 1C (1 of 6)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_2_7092642","OG0000308","Mg","Glyma.02G088900","Gmax_Wm82.a2.v1",2,7092642,6892642,8931107,7825209,7827554,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_5_2675910","OG0000699","Mg","Glyma.05G034800","Gmax_Wm82.a2.v1",5,2675910,2475910,3480126,3052781,3054541,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_5_33869930","OG0008781","Mg","Glyma.05G144900","Gmax_Wm82.a2.v1",5,33869930,33669930,34254092,33870593,33871757,"PF09588 - YqaJ-like viral recombinase domain (YqaJ)  (1 of 4)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_5_38932499","OG0000408","Mg","Glyma.05G207100","Gmax_Wm82.a2.v1",5,38932499,38732499,39355535,38943141,38945550,"PTHR11592//PTHR11592:SF42 - GLUTATHIONE PEROXIDASE // SUBFAMILY NOT NAMED (1 of 4)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_5_38932499","OG0000408","Mg","Glyma.05G207200","Gmax_Wm82.a2.v1",5,38932499,38732499,39355535,38946545,38947360,"1.11.1.9 - Glutathione peroxidase (1 of 6)",4,7,0.857142857142857,0.254203125,0.0852339285714285,0.494356785714286
"Gmax_Wm82.a2.v1_Mg_14_3081409","OG0000504","Mg","Glyma.14G046800","Gmax_Wm82.a2.v1",14,3081409,2881409,4361326,3556874,3560405,"PTHR10257:SF27 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 59 KDA REGULATORY SUBUNIT B' GAMMA ISOFORM-RELATED (1 of 2)",4,9,0.888888888888889,0.254203125,0.0662930555555556,0.490568611111111
"Gmax_Wm82.a2.v1_Mg_2_2908715","OG0000699","Mg","Glyma.02G030800","Gmax_Wm82.a2.v1",2,2908715,2708715,3613770,2831244,2833073,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4,9,0.888888888888889,0.254203125,0.0662930555555556,0.490568611111111
"Gmax_Wm82.a2.v1_Mg_18_635968","OG0000504","Mg","Glyma.18G010400","Gmax_Wm82.a2.v1",18,635968,435968,871645,739454,743773,"PTHR10257:SF26 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A 55 KDA REGULATORY SUBUNIT B' DELTA ISOFORM (1 of 5)",4,10,0.9,0.254203125,0.05966375,0.48924275
"Gmax_Wm82.a2.v1_Mg_18_635968","OG0002035","Mg","Glyma.18G011600","Gmax_Wm82.a2.v1",18,635968,435968,871645,818393,821507,"K10251 - 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase (HSD17B12, KAR, IFA38)  (1 of 3)",4,10,0.9,0.254203125,0.05966375,0.48924275
"Sbicolor_v3.1.1_Mg_10_8618320","OG0000699","Mg","Sobic.010G097200","Sbicolor_v3.1.1",10,8618320,8518320,8827345,8750293,8752410,"similar to Putative uncharacterized protein OSJNBa0080E19.35",4,4,0.75,0.28572,0.142856,0.4857104
"Sbicolor_v3.1.1_Mg_9_56824974","OG0000244","Mg","Sobic.009G226400","Sbicolor_v3.1.1",9,56824974,56724974,56924974,56796639,56803516,"similar to Os05g0556100 protein",4,4,0.75,0.28572,0.142856,0.4857104
"Sbicolor_v3.1.1_Mg_9_56824974","OG0006680","Mg","Sobic.009G226100","Sbicolor_v3.1.1",9,56824974,56724974,56924974,56784891,56786990,"PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)",4,4,0.75,0.28572,0.142856,0.4857104
"Sbicolor_v3.1.1_Mg_9_56824974","OG0006680","Mg","Sobic.009G226300","Sbicolor_v3.1.1",9,56824974,56724974,56924974,56791043,56796233,"PTHR10209:SF216 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)",4,4,0.75,0.28572,0.142856,0.4857104
"Gmax_Wm82.a2.v1_Mg_7_8123927","OG0000308","Mg","Glyma.07G096700","Gmax_Wm82.a2.v1",7,8123927,7923927,9226008,9066581,9067553,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",4,18,0.944444444444444,0.254203125,0.0331465277777778,0.483939305555556
"Gmax_Wm82.a2.v1_Mg_7_8123927","OG0001615","Mg","Glyma.07G086900","Gmax_Wm82.a2.v1",7,8123927,7923927,9226008,8037905,8039995,"",4,18,0.944444444444444,0.254203125,0.0331465277777778,0.483939305555556
"Zmays_RefGen_V4_Mg_7_165933525","OG0003808","Mg","Zm00001d021924","Zmays_RefGen_V4",7,165933525,165833519,166033531,165961049,165962395,"(1 of 7) PTHR33077//PTHR33077:SF5 - FAMILY NOT NAMED // PROTEIN TIFY 3A-RELATED",4,2,0.5,0.33,0.268,0.4824
"Sbicolor_v3.1.1_Mg_6_47614146","OG0002608","Mg","Sobic.006G106500","Sbicolor_v3.1.1",6,47614146,47514146,47714146,47625203,47630311,"weakly similar to Putative uncharacterized protein",4,5,0.8,0.28572,0.1142848,0.47999616
"Sbicolor_v3.1.1_Mg_6_53592544","OG0000848","Mg","Sobic.006G180900","Sbicolor_v3.1.1",6,53592544,53492544,53692544,53544016,53551658,"similar to INDETERMINATE-related protein 9",4,5,0.8,0.28572,0.1142848,0.47999616
"Sbicolor_v3.1.1_Mg_3_60529278","OG0003344","Mg","Sobic.003G269400","Sbicolor_v3.1.1",3,60529278,60429278,60629278,60614062,60621092,"similar to Zinc finger protein-like",4,6,0.833333333333333,0.28572,0.0952373333333333,0.476186666666667
"Sbicolor_v3.1.1_Mg_4_64616990","OG0000656","Mg","Sobic.004G309600","Sbicolor_v3.1.1",4,64616990,64516990,64716990,64665419,64669547,"similar to Putative uncharacterized protein",4,6,0.833333333333333,0.28572,0.0952373333333333,0.476186666666667
"Sbicolor_v3.1.1_Mg_4_64616990","OG0001878","Mg","Sobic.004G309800","Sbicolor_v3.1.1",4,64616990,64516990,64716990,64675612,64680681,"similar to Remorin protein-like",4,6,0.833333333333333,0.28572,0.0952373333333333,0.476186666666667
"Sbicolor_v3.1.1_Mg_9_57657768","OG0000995","Mg","Sobic.009G238900","Sbicolor_v3.1.1",9,57657768,57557768,57757768,57680872,57684861,"similar to NADP-specific isocitrate dehydrogenase",4,7,0.857142857142857,0.28572,0.081632,0.4734656
"Sbicolor_v3.1.1_Mg_2_64385683","OG0000689","Mg","Sobic.002G257200","Sbicolor_v3.1.1",2,64385683,64285683,64485683,64298869,64304970,"similar to Os09g0505800 protein",4,12,0.916666666666667,0.28572,0.0476186666666667,0.466662933333333
"Sbicolor_v3.1.1_Mg_2_64385683","OG0001772","Mg","Sobic.002G259400","Sbicolor_v3.1.1",2,64385683,64285683,64485683,64465689,64471473,"similar to Os09g0508300 protein",4,12,0.916666666666667,0.28572,0.0476186666666667,0.466662933333333
"Sbicolor_v3.1.1_Mg_2_64385683","OG0003844","Mg","Sobic.002G259200","Sbicolor_v3.1.1",2,64385683,64285683,64485683,64456043,64458686,"similar to Os09g0508200 protein",4,12,0.916666666666667,0.28572,0.0476186666666667,0.466662933333333
"Sbicolor_v3.1.1_Mg_6_49108920","OG0000504","Mg","Sobic.006G126100","Sbicolor_v3.1.1",6,49108920,49008920,49208920,49132135,49136919,"",4,15,0.933333333333333,0.28572,0.0380949333333333,0.464758186666667
"Sbicolor_v3.1.1_Mg_6_49108920","OG0002035","Mg","Sobic.006G125600","Sbicolor_v3.1.1",6,49108920,49008920,49208920,49083720,49087983,"similar to H0805A05.3 protein",4,15,0.933333333333333,0.28572,0.0380949333333333,0.464758186666667
"Sbicolor_v3.1.1_Mg_6_49108920","OG0002035","Mg","Sobic.006G125800","Sbicolor_v3.1.1",6,49108920,49008920,49208920,49100119,49104159,"similar to H0805A05.3 protein",4,15,0.933333333333333,0.28572,0.0380949333333333,0.464758186666667
