"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Sbicolor_v3.1.1_Cu_8_2051155","OG0000733","Cu","Sobic.008G024100","Sbicolor_v3.1.1",8,2051155,1951155,2151155,2124378,2130609,"weakly similar to H0311C03.6 protein",4,1,0,0.360125,0.5119,0.5119
"Sbicolor_v3.1.1_Cu_8_46059917","OG0000198","Cu","Sobic.008G097100","Sbicolor_v3.1.1",8,46059917,45959917,46159917,46029804,46036072,"similar to Os05g0273800 protein",4,1,0,0.360125,0.5119,0.5119
"Sbicolor_v3.1.1_Cu_9_58202784","OG0001485","Cu","Sobic.009G247300","Sbicolor_v3.1.1",9,58202784,58102784,58302784,58261832,58265060,"PTHR31221:SF13 - WRKY TRANSCRIPTION FACTOR 48-RELATED (1 of 2)",4,1,0,0.360125,0.5119,0.5119
"Gmax_Wm82.a2.v1_Cu_19_48094499","OG0000198","Cu","Glyma.19G231700","Gmax_Wm82.a2.v1",19,48094499,47894499,48294499,48219220,48221865,"PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 8)",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_19_48094499","OG0000198","Cu","Glyma.19G231800","Gmax_Wm82.a2.v1",19,48094499,47894499,48294499,48224250,48225913,"PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 8)",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_19_48094499","OG0000198","Cu","Glyma.19G231900","Gmax_Wm82.a2.v1",19,48094499,47894499,48294499,48228664,48230383,"PTHR10992//PTHR10992:SF766 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_19_48094499","OG0000198","Cu","Glyma.19G232000","Gmax_Wm82.a2.v1",19,48094499,47894499,48294499,48237680,48239239,"PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 8)",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_20_276646","OG0001009","Cu","Glyma.20G006000","Gmax_Wm82.a2.v1",20,276646,76646,2557784,592947,597814,"PTHR31314:SF10 - HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN-RELATED (1 of 6)",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_4_635354","OG0000429","Cu","Glyma.04G008600","Gmax_Wm82.a2.v1",4,635354,435354,835354,664371,670061,"",4,6,0.833333333333333,0.235308823529412,0.101958823529412,0.509794117647059
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000049","Cu","Glyma.17G096100","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,7545395,7552064,"PTHR24093:SF264 - ATPASE 4, PLASMA MEMBRANE-TYPE (1 of 6)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000049","Cu","Glyma.17G103700","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,8138957,8144091,"PTHR24093:SF257 - ATPASE 6, PLASMA MEMBRANE-TYPE (1 of 3)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_17_7523398","OG0000429","Cu","Glyma.17G108400","Gmax_Wm82.a2.v1",17,7523398,7323398,8770692,8497027,8499817,"",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_3_42819489","OG0000149","Cu","Glyma.03G234700","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,43506308,43509312,"PTHR11668:SF262 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 8-RELATED (1 of 2)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_3_42819489","OG0000198","Cu","Glyma.03G234300","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,43486612,43489186,"PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 8)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_3_42819489","OG0000198","Cu","Glyma.03G234400","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,43492010,43493810,"PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 8)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_3_42819489","OG0000575","Cu","Glyma.03G228200","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,43028333,43033397,"PF03489//PF05184//PF14543 - Saposin-like type B, region 2 (SapB_2)  // Saposin-like type B, region 1 (SapB_1)  // Xylanase inhibitor N-terminal (TAXi_N)  (1 of 1)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_4_2944551","OG0000062","Cu","Glyma.04G042400","Gmax_Wm82.a2.v1",4,2944551,2744551,3790478,3423548,3426348,"PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 25)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_4_2944551","OG0000062","Cu","Glyma.04G042500","Gmax_Wm82.a2.v1",4,2944551,2744551,3790478,3429721,3432271,"PF00069//PF00954//PF01453//PF08276 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // PAN-like domain (PAN_2)  (1 of 7)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_7_7245899","OG0000062","Cu","Glyma.07G080700","Gmax_Wm82.a2.v1",7,7245899,7045899,8577811,7341451,7345688,"PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 25)",4,7,0.857142857142857,0.235308823529412,0.0873932773109243,0.506881008403361
"Gmax_Wm82.a2.v1_Cu_12_2775595","OG0008516","Cu","Glyma.12G043200","Gmax_Wm82.a2.v1",12,2775595,2575595,3869384,3132968,3138908,"K01889 - phenylalanyl-tRNA synthetase alpha chain (FARSA, pheS)  (1 of 4)",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_14_4785275","OG0000149","Cu","Glyma.14G065200","Gmax_Wm82.a2.v1",14,4785275,4585275,6702216,5359721,5363665,"",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_2_556785","OG0000149","Cu","Glyma.02G006000","Gmax_Wm82.a2.v1",2,556785,356785,1299327,653250,659153,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_5_38920939","OG0000149","Cu","Glyma.05G212100","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,39356647,39360957,"PTHR11668:SF280 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 7 (1 of 5)",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_5_38920939","OG0000441","Cu","Glyma.05G213200","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,39468820,39475106,"",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_9_48908965","OG0000148","Cu","Glyma.09G273100","Gmax_Wm82.a2.v1",9,48908965,48708965,49975019,48941211,48945532,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_9_48908965","OG0001863","Cu","Glyma.09G270900","Gmax_Wm82.a2.v1",9,48908965,48708965,49975019,48774489,48775667,"PTHR10891:SF589 - CALCIUM-BINDING PROTEIN CML42-RELATED (1 of 3)",4,8,0.875,0.235308823529412,0.0764691176470588,0.504696176470588
"Gmax_Wm82.a2.v1_Cu_13_36175098","OG0000306","Cu","Glyma.13G269000","Gmax_Wm82.a2.v1",13,36175098,35975098,37236214,37128405,37133047,"PTHR24073:SF432 - RAS-RELATED PROTEIN RABA1C-RELATED (1 of 2)",4,9,0.888888888888889,0.235308823529412,0.0679725490196079,0.502996862745098
"Gmax_Wm82.a2.v1_Cu_17_391230","OG0000575","Cu","Glyma.17G011500","Gmax_Wm82.a2.v1",17,391230,191230,1979817,911304,916046,"",4,10,0.9,0.235308823529412,0.061175294117647,0.501637411764706
"Gmax_Wm82.a2.v1_Cu_1_54647796","OG0000441","Cu","Glyma.01G223200","Gmax_Wm82.a2.v1",1,54647796,54447796,55231991,55204517,55209774,"PTHR24349:SF95 - CALCIUM-DEPENDENT PROTEIN KINASE 3 (1 of 7)",4,10,0.9,0.235308823529412,0.061175294117647,0.501637411764706
"Gmax_Wm82.a2.v1_Cu_3_45023950","OG0000049","Cu","Glyma.03G262600","Gmax_Wm82.a2.v1",3,45023950,44823950,45790673,45594586,45602769,"",4,12,0.916666666666667,0.235308823529412,0.0509794117647059,0.499598235294118
"Gmax_Wm82.a2.v1_Cu_3_45023950","OG0000148","Cu","Glyma.03G255400","Gmax_Wm82.a2.v1",3,45023950,44823950,45790673,45047131,45050785,"K06689 - ubiquitin-conjugating enzyme E2 D/E (UBE2D_E, UBC4, UBC5)  (1 of 19)",4,12,0.916666666666667,0.235308823529412,0.0509794117647059,0.499598235294118
"Gmax_Wm82.a2.v1_Cu_11_1284571","OG0000441","Cu","Glyma.11G020200","Gmax_Wm82.a2.v1",11,1284571,1084571,2200475,1418719,1423487,"PTHR24349:SF95 - CALCIUM-DEPENDENT PROTEIN KINASE 3 (1 of 7)",4,14,0.928571428571429,0.235308823529412,0.0436966386554622,0.498141680672269
"Osativa_v7.0_Cu_3_17416902","OG0006645","Cu","LOC_Os03g30800","Osativa_v7.0",3,17416902,17173902,17659902,17558704,17561101,"fumarylacetoacetate hydrolase family protein, expressed",4,4,0.75,0.290478260869565,0.141904347826087,0.482474782608696
"Zmays_RefGen_V4_Cu_8_149451570","OG0000441","Cu","Zm00001d011392","Zmays_RefGen_V4",8,149451570,149351570,149551570,149387614,149392198,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",4,2,0.5,0.335384615384615,0.265846153846154,0.478523076923077
"Zmays_RefGen_V4_Cu_8_15480096","OG0001563","Cu","Zm00001d008642","Zmays_RefGen_V4",8,15480096,15380096,15580096,15546442,15549289,"(1 of 34) 3.4.16.6 - Carboxypeptidase D / Carboxypeptidase S1",4,2,0.5,0.335384615384615,0.265846153846154,0.478523076923077
"Osativa_v7.0_Cu_2_10282881","OG0000429","Cu","LOC_Os02g17940","Osativa_v7.0",2,10282881,10039881,10525881,10386279,10390290,"leucoanthocyanidin dioxygenase, putative, expressed",4,5,0.8,0.290478260869565,0.11352347826087,0.476798608695652
"Osativa_v7.0_Cu_12_27441723","OG0000049","Cu","LOC_Os12g44150","Osativa_v7.0",12,27441723,27198723,27762646,27386953,27394090,"plasma membrane ATPase, putative, expressed",4,6,0.833333333333333,0.290478260869565,0.0946028985507246,0.473014492753623
"Osativa_v7.0_Cu_2_35361205","OG0000149","Cu","LOC_Os02g57450","Osativa_v7.0",2,35361205,35118205,35604205,35207612,35211426,"Ser/Thr protein phosphatase family protein, putative, expressed",4,7,0.857142857142857,0.290478260869565,0.0810881987577639,0.470311552795031
